performance_id,shipment_id,actual_delivery_time_hr,delay_flag,delay_reason,cost_per_shipment_usd,on_time_delivery,customer_satisfaction_score
11585,11585,95.2,0,Mechanical Issue,823.67,0,1
11586,11586,124.73,0,Mechanical Issue,1513.92,1,2
11587,11587,66.71,0,Weather,627.23,1,5
11588,11588,115.65,0,Mechanical Issue,1116.46,0,2
11589,11589,41.73,1,None,880.15,0,4
11590,11590,82.32,1,Traffic,1511.73,0,1
11591,11591,96.23,0,Customs,1115.22,1,2
11592,11592,54.34,1,Weather,112.11,1,4
11593,11593,105.46,1,Traffic,834.25,0,4
11594,11594,95.54,0,Mechanical Issue,1406.17,0,2
11595,11595,107.45,1,Documentation Issue,251.23,1,1
11596,11596,132.95,1,Documentation Issue,1772.05,1,3
11597,11597,116.17,1,Documentation Issue,1295.61,0,4
11598,11598,81.72,1,Mechanical Issue,1461.77,0,4
11599,11599,32.84,0,Mechanical Issue,555.34,1,5
11600,11600,31.64,1,Customs,1051.9,1,5
11601,11601,76.61,0,Weather,886.54,1,1
11602,11602,130.76,0,Mechanical Issue,484.64,1,2
11603,11603,139.62,0,Weather,1533.84,1,4
11604,11604,68.85,0,Traffic,1117.01,1,1
11605,11605,117.74,1,Customs,1310.11,0,1
11606,11606,130.49,0,Traffic,1842.16,0,1
11607,11607,83.57,0,None,937.42,1,2
11608,11608,36.2,1,Documentation Issue,934.91,0,1
11609,11609,96.77,0,Customs,730.26,1,4
11610,11610,115.24,1,Weather,790.82,0,4
11611,11611,120.97,0,Customs,392.36,1,4
11612,11612,32.25,0,Weather,429.9,0,2
11613,11613,64.23,1,Operational Delay,583.29,1,5
11614,11614,20.72,0,None,1369.65,1,1
11615,11615,42.57,0,Traffic,1015.18,0,3
11616,11616,18.9,0,Operational Delay,226.6,0,1
11617,11617,125.66,0,None,942.12,0,3
11618,11618,137.96,1,Traffic,1611.56,0,5
11619,11619,39.34,1,Documentation Issue,646.26,1,1
11620,11620,104.03,0,None,1425.07,1,1
11621,11621,110.96,0,Customs,1575.91,1,1
11622,11622,108.22,1,Operational Delay,693.26,1,2
11623,11623,62.63,1,Operational Delay,801.71,1,2
11624,11624,8.44,0,None,1632.52,0,2
11625,11625,26.42,1,Customs,1028.13,0,1
11626,11626,51.86,0,Customs,75.34,0,1
11627,11627,139.92,0,Documentation Issue,1065.92,1,3
11628,11628,102.21,1,Traffic,762.55,1,5
11629,11629,125.11,1,Mechanical Issue,1011.29,0,5
11630,11630,21.03,0,Operational Delay,616.14,1,4
11631,11631,26.99,1,Mechanical Issue,1464.85,1,4
11632,11632,80.39,1,Customs,977.03,1,1
11633,11633,53.54,1,Customs,207.52,1,2
11634,11634,12.38,1,Weather,248.29,1,4
11635,11635,87.45,0,Weather,102.93,0,2
11636,11636,102.62,0,None,335.01,0,5
11637,11637,47.96,1,Documentation Issue,431.32,0,4
11638,11638,29.12,0,Customs,1722.89,1,5
11639,11639,109.87,1,Mechanical Issue,1472.62,0,3
11640,11640,40.62,0,None,233.29,0,1
11641,11641,92.45,0,Weather,1630.46,0,1
11642,11642,137.62,1,Operational Delay,1244.6,1,4
11643,11643,78.59,0,Weather,483.13,0,1
11644,11644,55.24,1,Traffic,748.66,0,1
11645,11645,12.81,1,Traffic,134.28,0,3
11646,11646,98.25,1,None,55.68,0,3
11647,11647,56.21,0,Documentation Issue,710.13,0,5
11648,11648,118.62,1,Customs,1411.29,1,5
11649,11649,66.15,0,Traffic,1212.55,1,1
11650,11650,70.11,1,None,1536.7,0,2
11651,11651,114.44,0,None,203.39,1,3
11652,11652,120.56,1,Weather,364.15,1,3
11653,11653,99.17,0,Customs,836.9,0,1
11654,11654,20.42,1,Weather,94.53,0,4
11655,11655,138.68,1,Mechanical Issue,1517.03,0,1
11656,11656,76.15,1,Operational Delay,1971.56,1,5
11657,11657,7.96,0,None,1403.74,1,3
11658,11658,100.56,0,None,1465.48,0,2
11659,11659,117.18,1,Weather,1638.85,0,1
11660,11660,38.74,1,Customs,1776.78,1,5
11661,11661,55.09,1,Documentation Issue,113.39,0,4
11662,11662,7.02,1,Customs,737.02,0,4
11663,11663,87.5,1,Operational Delay,465.79,0,3
11664,11664,8.4,1,Traffic,900.67,0,3
11665,11665,19.4,1,Operational Delay,1277.08,1,3
11666,11666,44.44,0,None,1064.61,1,3
11667,11667,57.44,0,Mechanical Issue,1071.11,0,4
11668,11668,88.62,1,Customs,1281.32,0,3
11669,11669,52.98,0,Traffic,1375.07,1,3
11670,11670,101.46,0,Customs,550.1,1,4
11671,11671,100.16,1,Customs,1396.76,1,5
11672,11672,43.53,1,Customs,477.16,1,1
11673,11673,37.89,1,Customs,1956.5,0,4
11674,11674,70.3,1,Customs,633.22,1,3
11675,11675,5.32,1,Operational Delay,897.03,0,2
11676,11676,7.48,0,Documentation Issue,1355.82,0,3
11677,11677,99.81,1,Mechanical Issue,728.58,0,3
11678,11678,122.89,1,None,1880.27,0,2
11679,11679,116.72,0,Weather,536.08,1,3
11680,11680,27.34,0,Operational Delay,941.38,1,5
11681,11681,136.44,0,Weather,865.23,0,4
11682,11682,81.89,1,Weather,34.81,1,2
11683,11683,5.33,1,Operational Delay,292.93,1,1
11684,11684,27.02,1,Customs,1299.1,1,3
11685,11685,75.61,0,Documentation Issue,285.24,1,4
11686,11686,47.78,0,Customs,1553.74,1,2
11687,11687,78.2,0,Documentation Issue,680.96,0,1
11688,11688,68.33,0,Mechanical Issue,848.36,1,1
11689,11689,19.9,0,None,943.23,0,3
11690,11690,92.59,1,Documentation Issue,731.33,1,3
11691,11691,107.76,1,Mechanical Issue,243.65,0,4
11692,11692,113.8,0,Weather,1879.41,1,2
11693,11693,63.44,1,Customs,1458.67,1,5
11694,11694,93.02,0,Mechanical Issue,788.67,0,2
11695,11695,9.21,0,Customs,982.41,1,5
11696,11696,30.56,1,Mechanical Issue,795.84,0,5
11697,11697,89.45,0,Documentation Issue,1371.67,1,1
11698,11698,135.84,1,Traffic,798.76,1,4
11699,11699,34.21,1,Mechanical Issue,564.19,1,5
11700,11700,52.86,1,Customs,361.69,1,5
11701,11701,113.64,0,Weather,101.03,0,2
11702,11702,102.3,0,Documentation Issue,690.13,1,3
11703,11703,41.24,0,Weather,1432.63,0,1
11704,11704,47.98,1,Operational Delay,304.21,1,3
11705,11705,10.21,0,Mechanical Issue,1334.68,0,1
11706,11706,30.52,0,Mechanical Issue,450.11,0,1
11707,11707,94.28,0,Mechanical Issue,231.53,1,3
11708,11708,58.09,1,Customs,1364.33,1,2
11709,11709,32.78,0,Mechanical Issue,1076.33,1,2
11710,11710,81.98,1,Mechanical Issue,1928.7,0,2
11711,11711,80.57,0,Traffic,432.63,1,5
11712,11712,11.08,0,Traffic,1740.65,1,1
11713,11713,19.33,1,Mechanical Issue,1287.08,0,3
11714,11714,105.17,0,Traffic,1781.74,1,4
11715,11715,45.4,1,Documentation Issue,1519.72,0,5
11716,11716,138.63,1,Mechanical Issue,801.29,0,5
11717,11717,79.63,0,Mechanical Issue,533.83,0,2
11718,11718,72.41,0,Documentation Issue,1049.96,0,5
11719,11719,17.19,0,Weather,302.3,1,4
11720,11720,63.96,0,Mechanical Issue,1175.67,0,3
11721,11721,47.66,0,Weather,362.52,1,3
11722,11722,71.83,1,Traffic,488.04,1,4
11723,11723,33.72,1,Operational Delay,1941.31,0,3
11724,11724,104.07,0,Operational Delay,1252.15,0,2
11725,11725,107.86,0,Customs,257.09,0,1
11726,11726,87.36,0,Documentation Issue,170.89,0,3
11727,11727,103.92,1,Operational Delay,1041.27,0,3
11728,11728,73.71,0,Documentation Issue,986.08,0,3
11729,11729,77.41,1,Traffic,1042.57,1,3
11730,11730,42.65,1,None,66.86,1,1
11731,11731,15.46,0,Traffic,380.51,1,1
11732,11732,20.29,1,Customs,778.95,1,2
11733,11733,21.68,1,Weather,1607.3,1,1
11734,11734,38.41,1,Operational Delay,927.46,0,1
11735,11735,82.23,1,Weather,1531.36,0,4
11736,11736,55.31,0,Documentation Issue,1644.02,0,5
11737,11737,39.14,0,Weather,1492.61,1,5
11738,11738,82.76,1,Operational Delay,451.87,1,2
11739,11739,44.46,1,None,133.85,1,5
11740,11740,30.73,0,Customs,220.8,1,4
11741,11741,109.39,0,Traffic,1630.61,1,3
11742,11742,96.38,0,Documentation Issue,1106.39,0,5
11743,11743,131.92,0,Customs,1130.97,0,5
11744,11744,6.3,0,Mechanical Issue,887.58,0,3
11745,11745,104.43,0,Weather,1785.41,1,1
11746,11746,132.91,1,None,1251.79,1,4
11747,11747,130.25,0,Weather,344.79,1,1
11748,11748,54.54,1,Operational Delay,234.51,1,1
11749,11749,66.91,0,Customs,189.13,0,1
11750,11750,73.0,1,Documentation Issue,1523.7,1,4
11751,11751,73.78,0,Operational Delay,936.28,0,2
11752,11752,117.45,1,Documentation Issue,462.4,0,1
11753,11753,17.67,0,Mechanical Issue,1288.87,0,2
11754,11754,11.97,0,Mechanical Issue,1799.95,0,1
11755,11755,132.9,1,Operational Delay,1047.21,1,2
11756,11756,92.06,0,Documentation Issue,594.49,1,3
11757,11757,130.79,0,Weather,402.63,1,2
11758,11758,132.35,1,Documentation Issue,355.09,0,3
11759,11759,134.24,1,Traffic,1280.15,0,5
11760,11760,27.08,0,Weather,1978.83,1,4
11761,11761,69.37,1,Documentation Issue,1427.55,0,4
11762,11762,38.86,0,Weather,1355.38,1,5
11763,11763,72.42,0,Documentation Issue,1475.73,0,1
11764,11764,74.89,0,Weather,331.35,0,3
11765,11765,28.86,0,Mechanical Issue,1926.44,0,1
11766,11766,47.81,1,Weather,208.29,1,5
11767,11767,15.86,0,Mechanical Issue,432.12,0,2
11768,11768,79.24,0,Weather,1217.66,1,4
11769,11769,35.07,1,Traffic,251.87,0,5
11770,11770,32.66,1,Traffic,1969.97,0,4
11771,11771,94.81,1,Operational Delay,849.64,1,4
11772,11772,102.18,1,Customs,1035.65,1,3
11773,11773,129.5,1,Weather,1562.17,0,2
11774,11774,65.1,0,Customs,1262.42,1,4
11775,11775,28.88,1,Mechanical Issue,1403.67,1,1
11776,11776,67.78,1,Traffic,307.02,1,5
11777,11777,29.4,0,None,1040.4,1,1
11778,11778,63.34,1,Operational Delay,1224.5,1,4
11779,11779,78.3,0,Mechanical Issue,1299.76,1,5
11780,11780,14.57,0,Documentation Issue,964.59,0,4
11781,11781,72.75,1,Traffic,1977.71,1,2
11782,11782,27.56,1,Customs,1495.45,1,4
11783,11783,42.43,1,Mechanical Issue,460.65,1,3
11784,11784,41.08,1,Traffic,228.98,1,2
11785,11785,42.71,1,Traffic,327.2,1,3
11786,11786,118.82,1,Weather,1177.73,0,2
11787,11787,106.26,0,Weather,1360.4,1,1
11788,11788,91.17,0,Mechanical Issue,1690.93,1,2
11789,11789,41.96,1,Traffic,423.85,0,4
11790,11790,19.36,0,Operational Delay,397.93,1,5
11791,11791,25.99,0,Traffic,1550.73,1,1
11792,11792,59.74,0,Weather,707.73,0,2
11793,11793,52.71,1,Mechanical Issue,1404.67,0,5
11794,11794,134.3,0,Operational Delay,876.59,0,1
11795,11795,47.8,0,Mechanical Issue,1761.84,1,2
11796,11796,25.19,1,Documentation Issue,1292.58,1,1
11797,11797,112.85,0,Mechanical Issue,687.47,0,1
11798,11798,107.93,1,Mechanical Issue,1331.0,1,3
11799,11799,118.55,0,Customs,1494.11,0,5
11800,11800,44.22,1,Documentation Issue,999.91,0,3
11801,11801,83.33,1,None,163.81,1,2
11802,11802,62.08,0,Weather,1475.1,1,1
11803,11803,78.77,0,Traffic,218.32,0,1
11804,11804,74.54,1,Traffic,880.98,1,2
11805,11805,101.17,0,None,1767.86,1,5
11806,11806,100.4,1,Customs,1815.91,1,4
11807,11807,44.85,1,None,827.19,1,4
11808,11808,14.51,1,Weather,394.51,0,3
11809,11809,73.89,0,None,1580.24,1,5
11810,11810,120.37,1,Operational Delay,1886.76,1,2
11811,11811,40.66,1,Mechanical Issue,1391.2,0,5
11812,11812,54.99,1,Operational Delay,1819.53,1,3
11813,11813,33.2,1,Documentation Issue,53.74,1,5
11814,11814,52.87,0,None,1512.42,0,3
11815,11815,118.18,1,Customs,347.69,1,5
11816,11816,86.23,1,Documentation Issue,1291.13,0,5
11817,11817,52.26,0,Traffic,1472.41,0,4
11818,11818,37.79,1,Operational Delay,1299.64,0,3
11819,11819,36.2,0,Weather,950.62,0,3
11820,11820,129.37,0,Weather,1889.76,0,2
11821,11821,94.36,0,Weather,1625.99,1,3
11822,11822,85.69,1,Mechanical Issue,1493.07,1,1
11823,11823,38.43,0,None,1875.56,0,2
11824,11824,125.8,0,Customs,1791.94,1,1
11825,11825,10.81,0,Operational Delay,942.34,1,2
11826,11826,116.81,0,Weather,1383.95,1,3
11827,11827,82.23,0,Operational Delay,1278.36,0,4
11828,11828,99.8,1,Traffic,578.82,0,1
11829,11829,138.64,0,Traffic,1933.89,1,4
11830,11830,90.98,1,Customs,782.52,0,5
11831,11831,16.71,1,Mechanical Issue,466.64,0,4
11832,11832,5.52,0,Mechanical Issue,215.7,0,3
11833,11833,17.93,0,Traffic,1696.25,0,2
11834,11834,117.38,0,Documentation Issue,582.8,0,4
11835,11835,83.68,1,Documentation Issue,1645.54,0,4
11836,11836,44.44,0,Operational Delay,1916.82,0,2
11837,11837,15.05,1,None,1888.87,0,5
11838,11838,96.41,1,Weather,1415.51,0,4
11839,11839,88.83,1,Customs,1253.32,1,1
11840,11840,139.32,0,Customs,1024.38,1,2
11841,11841,36.33,1,Operational Delay,1195.1,0,1
11842,11842,30.98,1,None,592.9,1,1
11843,11843,61.25,1,Mechanical Issue,1493.96,0,1
11844,11844,100.62,1,Customs,1527.94,1,5
11845,11845,21.71,1,Mechanical Issue,1530.8,1,2
11846,11846,49.08,0,Documentation Issue,1612.38,0,1
11847,11847,35.34,0,Operational Delay,1952.25,1,3
11848,11848,108.19,1,Documentation Issue,697.94,1,3
11849,11849,126.5,0,None,1909.6,1,2
11850,11850,18.47,0,Mechanical Issue,1075.27,1,1
11851,11851,12.61,0,Operational Delay,307.56,0,2
11852,11852,16.19,1,None,1396.05,0,2
11853,11853,24.0,0,None,560.24,0,1
11854,11854,6.22,1,None,1653.12,1,3
11855,11855,130.41,0,Documentation Issue,1905.66,1,5
11856,11856,128.34,1,None,1192.95,0,1
11857,11857,69.0,1,Weather,354.33,0,4
11858,11858,97.16,1,None,412.13,0,3
11859,11859,29.32,1,Documentation Issue,1248.47,0,1
11860,11860,60.93,1,Customs,1278.18,0,3
11861,11861,16.18,1,None,1176.43,0,5
11862,11862,112.97,1,None,1485.24,1,5
11863,11863,57.98,1,Documentation Issue,1278.73,0,1
11864,11864,32.48,1,Documentation Issue,985.15,1,1
11865,11865,21.02,0,Weather,953.54,1,5
11866,11866,125.67,1,Weather,1501.5,1,3
11867,11867,100.26,0,Traffic,723.29,1,1
11868,11868,20.51,0,Traffic,119.14,0,1
11869,11869,124.47,1,Weather,682.35,0,3
11870,11870,79.63,1,Weather,983.66,1,4
11871,11871,23.67,1,Documentation Issue,263.94,1,5
11872,11872,125.24,1,Operational Delay,1176.94,0,5
11873,11873,45.77,0,Customs,1052.67,1,4
11874,11874,114.87,1,Weather,819.36,0,4
11875,11875,23.64,0,Mechanical Issue,1380.14,1,1
11876,11876,65.63,1,Customs,1924.2,1,3
11877,11877,110.81,1,Weather,1515.23,0,5
11878,11878,30.27,0,Traffic,1810.3,0,3
11879,11879,33.63,0,Operational Delay,693.27,1,4
11880,11880,34.2,0,None,702.86,0,4
11881,11881,20.48,1,None,1606.8,1,2
11882,11882,47.17,1,Customs,1615.79,1,3
11883,11883,43.84,1,Documentation Issue,1908.62,0,3
11884,11884,94.78,0,Weather,1238.47,1,1
11885,11885,72.1,1,Customs,464.56,0,4
11886,11886,19.17,1,Operational Delay,1535.43,1,3
11887,11887,110.14,0,Operational Delay,916.65,1,4
11888,11888,35.26,0,Weather,494.71,0,3
11889,11889,78.68,1,Documentation Issue,1952.4,0,2
11890,11890,73.66,1,Traffic,1792.64,0,4
11891,11891,54.17,1,Documentation Issue,244.19,1,5
11892,11892,77.51,1,Traffic,1614.47,0,5
11893,11893,36.98,1,Weather,1293.63,1,2
11894,11894,14.32,0,Operational Delay,871.94,1,1
11895,11895,78.0,1,Mechanical Issue,1864.4,1,3
11896,11896,71.04,1,Traffic,104.93,0,2
11897,11897,5.71,1,Documentation Issue,597.3,0,5
11898,11898,112.71,1,None,463.29,1,1
11899,11899,13.79,0,Customs,1533.56,1,5
11900,11900,124.21,1,Traffic,1815.55,0,4
11901,11901,71.0,1,None,521.45,0,2
11902,11902,48.06,0,Documentation Issue,1171.5,1,5
11903,11903,58.28,1,Traffic,1241.01,1,2
11904,11904,38.17,0,Mechanical Issue,1570.03,0,3
11905,11905,55.37,0,None,164.72,0,2
11906,11906,52.69,1,Weather,1783.67,1,2
11907,11907,120.55,1,Operational Delay,831.09,1,4
11908,11908,58.58,0,None,1646.02,1,3
11909,11909,120.69,1,Operational Delay,70.14,0,2
11910,11910,18.85,1,None,1053.98,0,4
11911,11911,48.05,0,Traffic,104.79,1,5
11912,11912,55.24,0,Mechanical Issue,1439.59,1,3
11913,11913,113.4,0,Mechanical Issue,382.46,1,2
11914,11914,53.67,0,None,1146.02,0,2
11915,11915,127.43,1,Mechanical Issue,1991.88,0,4
11916,11916,111.12,0,Customs,816.05,0,2
11917,11917,6.05,0,Traffic,1723.97,0,2
11918,11918,24.19,1,Operational Delay,1793.26,1,1
11919,11919,89.44,1,Customs,598.41,0,2
11920,11920,59.12,1,None,1993.08,0,1
11921,11921,116.33,1,None,374.44,0,1
11922,11922,103.7,0,Customs,669.99,0,5
11923,11923,104.06,0,Operational Delay,1226.73,0,1
11924,11924,136.84,0,Documentation Issue,1062.74,0,2
11925,11925,127.0,0,Documentation Issue,458.89,0,4
11926,11926,35.45,0,Mechanical Issue,599.0,1,1
11927,11927,92.12,0,Weather,557.83,1,1
11928,11928,131.96,0,Operational Delay,1668.78,0,3
11929,11929,84.47,0,Traffic,119.77,1,5
11930,11930,101.33,1,Mechanical Issue,1869.49,1,4
11931,11931,49.72,0,Operational Delay,537.83,0,3
11932,11932,102.21,0,Operational Delay,353.09,0,4
11933,11933,37.46,0,Traffic,688.57,1,5
11934,11934,44.78,0,None,1848.38,0,3
11935,11935,67.25,0,Documentation Issue,785.2,0,4
11936,11936,69.88,0,Weather,302.63,0,3
11937,11937,125.9,0,None,254.4,0,2
11938,11938,35.47,0,Operational Delay,993.26,0,3
11939,11939,19.55,1,Operational Delay,1439.19,0,4
11940,11940,99.87,1,Mechanical Issue,867.41,0,5
11941,11941,58.78,1,Customs,93.34,0,1
11942,11942,112.38,0,Mechanical Issue,574.77,1,2
11943,11943,134.84,0,Documentation Issue,292.41,0,3
11944,11944,41.18,0,Mechanical Issue,192.48,0,1
11945,11945,5.6,1,Weather,1548.75,0,1
11946,11946,96.76,0,Traffic,1191.44,1,4
11947,11947,22.38,0,Traffic,78.54,1,2
11948,11948,84.2,0,Operational Delay,1567.93,0,5
11949,11949,62.24,1,Weather,1305.56,1,1
11950,11950,125.76,0,Documentation Issue,1739.82,1,3
11951,11951,17.06,1,Operational Delay,1864.28,0,5
11952,11952,133.91,1,Traffic,1167.36,1,1
11953,11953,51.17,1,Weather,334.57,0,3
11954,11954,93.24,1,Traffic,1003.71,0,5
11955,11955,94.34,1,Customs,1625.27,1,2
11956,11956,38.96,1,Operational Delay,749.06,1,5
11957,11957,135.68,1,Traffic,1060.53,1,5
11958,11958,7.01,0,Traffic,1611.93,0,4
11959,11959,85.93,0,Operational Delay,1526.5,0,1
11960,11960,103.09,0,Mechanical Issue,52.08,0,3
11961,11961,112.66,0,Customs,1124.64,0,2
11962,11962,96.15,1,Customs,1707.52,1,4
11963,11963,74.22,1,Mechanical Issue,1012.77,1,2
11964,11964,75.06,1,None,507.94,1,3
11965,11965,81.33,1,None,471.96,0,1
11966,11966,47.7,0,Customs,1463.2,0,5
11967,11967,37.7,1,Mechanical Issue,1747.33,1,3
11968,11968,58.92,0,Traffic,1344.94,0,2
11969,11969,102.32,0,Traffic,722.24,1,1
11970,11970,84.98,0,Mechanical Issue,863.25,1,4
11971,11971,42.72,0,Traffic,1945.53,0,4
11972,11972,36.49,1,None,726.24,0,4
11973,11973,72.92,0,Mechanical Issue,1492.1,0,5
11974,11974,130.14,1,Weather,568.9,1,4
11975,11975,37.23,1,Customs,1279.28,1,4
11976,11976,124.04,0,Documentation Issue,1893.26,1,2
11977,11977,83.37,1,Traffic,858.64,1,3
11978,11978,119.99,0,None,1403.35,1,2
11979,11979,100.49,0,None,276.01,1,1
11980,11980,25.1,0,Operational Delay,812.05,0,3
11981,11981,119.62,1,Customs,652.73,0,3
11982,11982,71.7,1,Weather,1943.51,1,1
11983,11983,139.88,1,Weather,481.14,1,5
11984,11984,107.33,0,Weather,431.25,0,3
11985,11985,85.23,1,Operational Delay,1509.81,1,1
11986,11986,21.53,1,Customs,594.94,0,2
11987,11987,19.97,0,Operational Delay,1869.0,1,2
11988,11988,107.31,1,Customs,1158.67,0,5
11989,11989,9.04,0,Weather,1128.27,0,4
11990,11990,16.86,0,Operational Delay,1923.68,1,2
11991,11991,20.59,1,Traffic,1296.19,0,2
11992,11992,33.3,1,Weather,492.53,1,1
11993,11993,70.73,0,Mechanical Issue,531.29,0,2
11994,11994,43.88,0,Operational Delay,1033.37,1,4
11995,11995,30.41,1,Documentation Issue,1299.98,1,2
11996,11996,7.63,0,Documentation Issue,1124.28,0,3
11997,11997,134.21,0,Customs,407.28,1,2
11998,11998,28.46,0,Customs,891.96,0,5
11999,11999,134.63,1,Traffic,823.12,1,3
12000,12000,68.15,1,Operational Delay,75.08,0,4
12001,12001,91.75,0,None,615.6,0,1
12002,12002,113.07,0,Documentation Issue,1922.99,1,5
12003,12003,24.37,1,None,1290.54,0,1
12004,12004,94.64,1,None,233.88,0,3
12005,12005,63.21,0,None,680.18,0,1
12006,12006,66.81,1,Operational Delay,1534.61,1,1
12007,12007,75.45,1,Customs,920.55,1,3
12008,12008,65.81,1,Mechanical Issue,1436.83,0,3
12009,12009,7.44,0,Weather,229.92,1,3
12010,12010,104.3,0,Weather,388.04,0,4
12011,12011,110.1,1,Traffic,541.34,0,5
12012,12012,137.62,1,Traffic,872.55,1,3
12013,12013,92.69,0,Customs,969.34,0,3
12014,12014,108.16,1,Documentation Issue,924.41,1,3
12015,12015,103.63,0,Weather,599.78,1,2
12016,12016,41.97,0,Weather,1597.03,1,5
12017,12017,128.36,0,Weather,1014.22,1,2
12018,12018,79.05,0,Weather,1248.19,0,2
12019,12019,8.71,0,Traffic,1724.06,1,4
12020,12020,23.66,0,Customs,765.48,1,4
12021,12021,139.32,1,Mechanical Issue,46.92,0,3
12022,12022,127.24,1,None,1235.0,0,1
12023,12023,54.65,1,None,510.09,1,3
12024,12024,82.41,0,Weather,439.85,0,2
12025,12025,61.14,1,Mechanical Issue,635.72,1,1
12026,12026,107.55,0,None,284.8,1,1
12027,12027,96.27,1,Documentation Issue,1274.0,0,1
12028,12028,110.16,1,Operational Delay,47.08,0,3
12029,12029,52.16,1,Customs,195.35,1,1
12030,12030,102.79,1,Operational Delay,1192.81,0,3
12031,12031,106.0,1,None,208.08,0,3
12032,12032,34.37,1,None,600.55,1,4
12033,12033,26.39,0,Documentation Issue,1428.61,1,5
12034,12034,88.79,1,Customs,448.23,1,3
12035,12035,24.71,0,None,600.34,0,2
12036,12036,70.62,1,Operational Delay,190.13,1,4
12037,12037,83.07,1,Traffic,1553.02,1,5
12038,12038,48.59,1,Mechanical Issue,808.6,0,2
12039,12039,46.63,0,None,742.21,0,5
12040,12040,12.34,0,None,931.39,1,3
12041,12041,17.34,1,Documentation Issue,1438.51,1,4
12042,12042,19.75,1,Traffic,1587.32,1,4
12043,12043,134.59,1,Traffic,1895.54,0,2
12044,12044,55.27,1,Mechanical Issue,445.51,1,2
12045,12045,122.94,1,Customs,600.93,0,5
12046,12046,119.92,1,None,44.14,1,5
12047,12047,77.27,0,None,597.15,0,3
12048,12048,66.17,1,Customs,1612.01,0,5
12049,12049,134.29,1,Weather,1497.42,1,5
12050,12050,48.32,0,Documentation Issue,1814.74,0,2
12051,12051,127.81,0,Documentation Issue,838.86,1,5
12052,12052,136.78,1,Documentation Issue,1115.96,1,5
12053,12053,50.09,1,Customs,1119.95,1,3
12054,12054,54.09,1,Documentation Issue,196.72,0,2
12055,12055,116.79,0,Mechanical Issue,1368.91,0,5
12056,12056,18.83,1,Weather,1506.08,0,4
12057,12057,104.44,1,Traffic,1296.48,0,2
12058,12058,77.82,0,Operational Delay,1996.65,0,5
12059,12059,99.91,1,Mechanical Issue,1014.5,1,5
12060,12060,50.12,0,Mechanical Issue,210.57,1,2
12061,12061,112.99,1,Traffic,1546.87,0,4
12062,12062,114.58,1,None,1941.57,0,2
12063,12063,36.85,0,Mechanical Issue,544.63,1,3
12064,12064,67.96,1,None,1368.67,0,1
12065,12065,55.39,0,None,768.11,0,3
12066,12066,51.62,1,Operational Delay,584.03,1,4
12067,12067,52.33,1,Documentation Issue,1820.84,1,3
12068,12068,13.37,1,None,1795.96,0,3
12069,12069,124.46,1,Operational Delay,1434.96,0,3
12070,12070,45.46,1,Traffic,1718.32,1,5
12071,12071,120.78,0,Documentation Issue,1810.56,0,3
12072,12072,49.25,1,Operational Delay,1382.51,0,2
12073,12073,130.35,0,Operational Delay,271.72,1,5
12074,12074,43.08,0,Weather,176.78,1,4
12075,12075,32.22,0,Traffic,652.51,1,2
12076,12076,12.38,1,Customs,1601.84,1,2
12077,12077,103.24,0,Operational Delay,932.8,0,5
12078,12078,29.33,1,None,823.22,1,5
12079,12079,82.13,1,None,1115.69,1,3
12080,12080,30.4,0,None,1814.47,1,4
12081,12081,84.81,0,Weather,1804.92,0,4
12082,12082,71.57,1,Mechanical Issue,36.67,0,2
12083,12083,91.03,0,Mechanical Issue,269.06,0,4
12084,12084,17.86,1,Weather,642.47,0,1
12085,12085,30.7,0,Mechanical Issue,1410.26,0,2
12086,12086,120.82,0,Customs,64.23,1,5
12087,12087,80.87,0,Operational Delay,179.16,1,1
12088,12088,65.29,1,Customs,1488.13,1,5
12089,12089,76.97,1,Mechanical Issue,1165.58,1,1
12090,12090,118.1,0,Operational Delay,443.79,0,3
12091,12091,36.32,0,None,1472.23,0,4
12092,12092,5.41,1,Weather,941.04,1,5
12093,12093,58.32,0,None,76.43,1,2
12094,12094,47.95,0,Documentation Issue,1146.13,0,4
12095,12095,13.62,0,Operational Delay,1078.09,0,1
12096,12096,89.1,0,Mechanical Issue,695.57,0,4
12097,12097,46.81,1,Operational Delay,621.83,0,1
12098,12098,68.89,1,Traffic,419.03,0,2
12099,12099,57.75,0,Documentation Issue,1239.96,0,3
12100,12100,30.84,1,Weather,663.49,1,1
12101,12101,118.53,0,Documentation Issue,1977.18,1,1
12102,12102,107.63,0,None,840.23,0,2
12103,12103,132.62,0,Operational Delay,930.39,0,1
12104,12104,106.89,1,None,1927.85,0,4
12105,12105,131.9,1,Operational Delay,330.86,1,3
12106,12106,59.31,1,Operational Delay,1113.46,1,5
12107,12107,61.82,1,Documentation Issue,251.32,1,4
12108,12108,72.63,0,Mechanical Issue,1685.65,0,5
12109,12109,75.66,1,Customs,1328.68,0,1
12110,12110,40.5,0,Documentation Issue,1689.41,0,1
12111,12111,114.72,1,Customs,1388.33,0,2
12112,12112,35.05,0,Customs,1139.24,1,1
12113,12113,20.6,1,Traffic,779.98,0,3
12114,12114,7.45,0,Traffic,1322.46,0,5
12115,12115,128.45,0,Customs,1917.4,1,1
12116,12116,60.75,1,Mechanical Issue,1992.28,0,1
12117,12117,109.7,0,Documentation Issue,547.37,0,4
12118,12118,72.75,1,Operational Delay,109.25,1,2
