feedback_id,customer_id,shipment_id,rating,complaint_flag,feedback_text,response_time_hr,feedback_date
10512,1692,10512,2,0,Service feedback 10512,25.0,2024-02-02
10513,3310,10513,5,0,Service feedback 10513,40.66,2024-08-27
10514,2327,10514,1,1,Service feedback 10514,27.64,2024-12-03
10515,2489,10515,3,1,Service feedback 10515,12.98,2025-01-20
10516,3784,10516,5,1,Service feedback 10516,51.58,2024-09-12
10517,2062,10517,3,1,Service feedback 10517,63.67,2024-07-06
10518,1933,10518,1,0,Service feedback 10518,4.15,2024-02-26
10519,2750,10519,3,1,Service feedback 10519,36.24,2024-01-26
10520,776,10520,5,0,Service feedback 10520,25.76,2024-08-25
10521,2733,10521,1,0,Service feedback 10521,28.02,2024-05-19
10522,2699,10522,2,0,Service feedback 10522,30.98,2024-04-28
10523,3819,10523,3,1,Service feedback 10523,60.38,2024-03-23
10524,4414,10524,4,0,Service feedback 10524,34.23,2024-03-27
10525,2970,10525,3,0,Service feedback 10525,7.7,2024-12-27
10526,3343,10526,4,1,Service feedback 10526,48.3,2024-07-29
10527,2741,10527,5,1,Service feedback 10527,34.76,2024-12-06
10528,868,10528,4,1,Service feedback 10528,18.51,2024-01-07
10529,4023,10529,4,0,Service feedback 10529,41.82,2025-01-28
10530,3928,10530,1,1,Service feedback 10530,4.23,2024-12-27
10531,4923,10531,3,1,Service feedback 10531,32.28,2024-08-12
10532,1328,10532,3,0,Service feedback 10532,70.72,2025-01-30
10533,658,10533,2,0,Service feedback 10533,40.84,2024-12-02
10534,3003,10534,4,0,Service feedback 10534,29.68,2024-07-30
10535,202,10535,5,0,Service feedback 10535,39.56,2024-12-28
10536,445,10536,3,1,Service feedback 10536,53.14,2024-07-30
10537,4129,10537,3,0,Service feedback 10537,14.57,2025-01-31
10538,3019,10538,5,1,Service feedback 10538,34.78,2025-01-18
10539,249,10539,4,0,Service feedback 10539,21.08,2025-01-07
10540,937,10540,2,1,Service feedback 10540,30.5,2024-03-21
10541,2735,10541,3,0,Service feedback 10541,12.71,2024-03-16
10542,2481,10542,4,1,Service feedback 10542,62.13,2024-12-29
10543,1065,10543,1,1,Service feedback 10543,17.34,2024-04-29
10544,1978,10544,4,1,Service feedback 10544,37.57,2024-09-25
10545,2360,10545,2,0,Service feedback 10545,49.83,2024-11-17
10546,3759,10546,1,0,Service feedback 10546,51.88,2025-01-01
10547,1637,10547,2,0,Service feedback 10547,42.57,2024-06-22
10548,7,10548,5,1,Service feedback 10548,45.96,2024-06-16
10549,204,10549,5,0,Service feedback 10549,45.65,2024-02-04
10550,2476,10550,2,1,Service feedback 10550,16.6,2024-01-10
10551,4540,10551,4,1,Service feedback 10551,64.32,2024-12-05
10552,4520,10552,2,0,Service feedback 10552,17.14,2024-06-25
10553,552,10553,1,0,Service feedback 10553,3.45,2024-01-17
10554,1889,10554,1,0,Service feedback 10554,1.29,2024-08-14
10555,4852,10555,5,1,Service feedback 10555,22.8,2024-02-29
10556,1043,10556,1,0,Service feedback 10556,51.63,2024-12-03
10557,3846,10557,4,1,Service feedback 10557,18.88,2024-08-31
10558,4128,10558,3,1,Service feedback 10558,33.67,2024-12-23
10559,1466,10559,3,0,Service feedback 10559,64.33,2024-03-14
10560,2462,10560,4,1,Service feedback 10560,16.61,2024-11-25
10561,1995,10561,4,1,Service feedback 10561,18.36,2025-01-30
10562,2931,10562,3,1,Service feedback 10562,50.39,2024-05-03
10563,812,10563,5,1,Service feedback 10563,34.11,2024-03-25
10564,2018,10564,5,0,Service feedback 10564,58.03,2024-12-04
10565,4153,10565,1,0,Service feedback 10565,61.56,2024-11-20
10566,1840,10566,2,0,Service feedback 10566,52.09,2024-03-21
10567,972,10567,1,1,Service feedback 10567,13.45,2024-09-13
10568,4855,10568,2,0,Service feedback 10568,12.61,2024-03-23
10569,3381,10569,5,0,Service feedback 10569,58.82,2024-05-25
10570,86,10570,1,0,Service feedback 10570,38.31,2024-12-12
10571,1564,10571,4,1,Service feedback 10571,38.66,2025-01-12
10572,197,10572,5,0,Service feedback 10572,38.76,2024-05-29
10573,648,10573,2,1,Service feedback 10573,39.29,2024-04-03
10574,3048,10574,5,1,Service feedback 10574,70.69,2024-05-10
10575,141,10575,3,0,Service feedback 10575,24.3,2024-09-25
10576,2872,10576,2,1,Service feedback 10576,33.36,2024-05-10
10577,2433,10577,2,1,Service feedback 10577,2.58,2024-05-20
10578,3729,10578,3,1,Service feedback 10578,41.28,2024-12-14
10579,4249,10579,3,1,Service feedback 10579,48.46,2024-01-19
10580,560,10580,1,0,Service feedback 10580,7.71,2024-10-20
10581,4409,10581,4,0,Service feedback 10581,3.48,2024-07-01
10582,3532,10582,1,1,Service feedback 10582,13.45,2024-04-29
10583,4291,10583,1,1,Service feedback 10583,8.5,2024-02-29
10584,4506,10584,1,0,Service feedback 10584,42.6,2024-11-20
10585,4498,10585,2,0,Service feedback 10585,63.96,2024-11-25
10586,3158,10586,5,0,Service feedback 10586,57.39,2024-03-06
10587,1133,10587,2,0,Service feedback 10587,50.92,2024-11-25
10588,296,10588,1,0,Service feedback 10588,69.41,2024-01-06
10589,751,10589,5,1,Service feedback 10589,29.73,2024-05-13
10590,4678,10590,1,1,Service feedback 10590,8.34,2024-04-04
10591,1308,10591,3,1,Service feedback 10591,62.72,2024-10-26
10592,2024,10592,3,1,Service feedback 10592,26.32,2024-06-11
10593,2938,10593,2,0,Service feedback 10593,69.84,2024-07-10
10594,3206,10594,5,0,Service feedback 10594,70.5,2024-05-09
10595,1942,10595,4,0,Service feedback 10595,70.46,2024-04-04
10596,1072,10596,2,0,Service feedback 10596,69.08,2025-01-28
10597,1916,10597,2,1,Service feedback 10597,20.24,2024-04-25
10598,4571,10598,2,0,Service feedback 10598,47.74,2024-05-03
10599,4345,10599,3,0,Service feedback 10599,3.52,2024-01-08
10600,1286,10600,2,0,Service feedback 10600,12.27,2024-08-25
10601,3061,10601,2,0,Service feedback 10601,45.75,2024-01-21
10602,3548,10602,2,0,Service feedback 10602,5.19,2024-04-08
10603,2201,10603,3,1,Service feedback 10603,53.71,2024-05-30
10604,4295,10604,5,1,Service feedback 10604,61.94,2024-07-28
10605,4150,10605,2,0,Service feedback 10605,14.43,2024-09-09
10606,3879,10606,4,1,Service feedback 10606,62.69,2024-02-27
10607,483,10607,2,0,Service feedback 10607,70.5,2024-08-27
10608,1378,10608,2,1,Service feedback 10608,53.23,2024-10-06
10609,516,10609,4,0,Service feedback 10609,51.78,2024-09-27
10610,4781,10610,5,0,Service feedback 10610,32.25,2024-06-20
10611,4265,10611,5,1,Service feedback 10611,22.09,2024-02-28
10612,107,10612,2,1,Service feedback 10612,4.85,2024-09-28
10613,3234,10613,1,0,Service feedback 10613,70.28,2024-04-14
10614,3594,10614,3,1,Service feedback 10614,26.51,2025-01-02
10615,233,10615,5,1,Service feedback 10615,19.74,2024-06-23
10616,1050,10616,4,0,Service feedback 10616,58.99,2024-11-18
10617,1746,10617,3,1,Service feedback 10617,62.73,2024-05-18
10618,2301,10618,4,0,Service feedback 10618,50.12,2024-06-30
10619,1327,10619,3,1,Service feedback 10619,51.32,2024-09-21
10620,4399,10620,1,0,Service feedback 10620,53.6,2024-03-20
10621,3360,10621,1,1,Service feedback 10621,58.11,2024-11-24
10622,1012,10622,5,1,Service feedback 10622,68.08,2024-01-14
10623,3170,10623,1,0,Service feedback 10623,67.34,2025-01-12
10624,1496,10624,2,0,Service feedback 10624,63.72,2024-08-28
10625,291,10625,2,0,Service feedback 10625,39.59,2024-05-11
10626,1060,10626,5,1,Service feedback 10626,44.92,2024-12-19
10627,3284,10627,2,0,Service feedback 10627,22.02,2025-01-21
10628,631,10628,4,0,Service feedback 10628,13.06,2024-01-01
10629,683,10629,3,0,Service feedback 10629,9.19,2024-02-03
10630,2813,10630,3,0,Service feedback 10630,46.44,2024-04-02
10631,4945,10631,4,0,Service feedback 10631,48.38,2024-02-02
10632,4292,10632,3,0,Service feedback 10632,36.06,2024-01-26
10633,4850,10633,2,0,Service feedback 10633,17.32,2024-09-08
10634,3881,10634,1,0,Service feedback 10634,64.84,2024-04-18
10635,2495,10635,2,1,Service feedback 10635,71.71,2024-02-02
10636,2449,10636,2,0,Service feedback 10636,60.04,2024-02-21
10637,4584,10637,4,1,Service feedback 10637,49.71,2024-05-28
10638,1055,10638,2,0,Service feedback 10638,47.69,2025-01-13
10639,488,10639,5,1,Service feedback 10639,46.7,2024-11-29
10640,4289,10640,4,0,Service feedback 10640,46.94,2024-08-23
10641,2695,10641,2,1,Service feedback 10641,55.52,2024-11-02
10642,1199,10642,4,1,Service feedback 10642,66.49,2024-04-02
10643,627,10643,3,0,Service feedback 10643,23.84,2024-07-15
10644,1632,10644,3,0,Service feedback 10644,42.44,2024-06-10
10645,1023,10645,4,1,Service feedback 10645,19.1,2024-10-26
10646,1159,10646,5,1,Service feedback 10646,20.85,2024-07-04
10647,3529,10647,1,0,Service feedback 10647,62.98,2024-10-26
10648,1515,10648,1,0,Service feedback 10648,32.32,2024-09-13
10649,676,10649,1,1,Service feedback 10649,29.96,2024-09-11
10650,1216,10650,1,1,Service feedback 10650,5.37,2024-12-25
10651,1678,10651,1,0,Service feedback 10651,7.55,2024-03-15
10652,3358,10652,2,1,Service feedback 10652,9.55,2024-02-07
10653,639,10653,1,1,Service feedback 10653,57.08,2024-04-07
10654,2575,10654,4,0,Service feedback 10654,21.71,2024-09-02
10655,3391,10655,5,0,Service feedback 10655,7.58,2025-01-30
10656,4397,10656,4,1,Service feedback 10656,61.76,2024-10-22
10657,1903,10657,4,1,Service feedback 10657,51.01,2024-05-27
10658,662,10658,1,0,Service feedback 10658,66.31,2024-10-17
10659,1715,10659,1,0,Service feedback 10659,5.42,2024-08-09
10660,4326,10660,2,1,Service feedback 10660,70.54,2025-01-14
10661,3165,10661,4,0,Service feedback 10661,68.8,2024-04-02
10662,2505,10662,3,0,Service feedback 10662,58.09,2024-10-04
10663,2976,10663,3,0,Service feedback 10663,33.76,2024-07-26
10664,3677,10664,5,0,Service feedback 10664,58.01,2024-06-29
10665,3438,10665,2,0,Service feedback 10665,40.15,2024-05-25
10666,4637,10666,2,1,Service feedback 10666,56.23,2024-09-01
10667,4928,10667,3,1,Service feedback 10667,11.97,2024-02-19
10668,2827,10668,5,1,Service feedback 10668,66.8,2024-06-13
10669,4165,10669,2,1,Service feedback 10669,60.27,2024-09-28
10670,4588,10670,4,0,Service feedback 10670,27.34,2024-07-30
10671,4708,10671,1,1,Service feedback 10671,24.34,2024-09-15
10672,3666,10672,4,0,Service feedback 10672,32.59,2024-03-31
10673,2253,10673,4,0,Service feedback 10673,69.62,2024-11-15
10674,3911,10674,3,1,Service feedback 10674,65.94,2024-02-06
10675,1162,10675,4,0,Service feedback 10675,60.25,2024-08-16
10676,4065,10676,3,1,Service feedback 10676,26.09,2024-06-18
10677,4530,10677,2,0,Service feedback 10677,65.26,2024-05-24
10678,395,10678,2,1,Service feedback 10678,16.68,2024-04-08
10679,3035,10679,4,1,Service feedback 10679,22.61,2024-09-26
10680,2408,10680,1,1,Service feedback 10680,51.23,2024-03-23
10681,639,10681,1,1,Service feedback 10681,14.64,2024-10-21
10682,1319,10682,3,1,Service feedback 10682,69.51,2024-01-13
10683,3121,10683,2,0,Service feedback 10683,67.11,2024-04-02
10684,3231,10684,3,0,Service feedback 10684,10.15,2024-06-06
10685,2256,10685,5,1,Service feedback 10685,70.18,2024-08-29
10686,4132,10686,4,0,Service feedback 10686,5.58,2024-10-17
10687,2770,10687,2,0,Service feedback 10687,37.24,2024-05-04
10688,3940,10688,1,0,Service feedback 10688,60.62,2024-07-05
10689,3722,10689,1,1,Service feedback 10689,28.34,2024-01-29
10690,3502,10690,1,0,Service feedback 10690,62.41,2024-12-13
10691,1442,10691,1,0,Service feedback 10691,34.73,2024-11-02
10692,3778,10692,3,1,Service feedback 10692,52.95,2024-08-08
10693,3155,10693,5,0,Service feedback 10693,60.34,2024-08-11
10694,1566,10694,3,0,Service feedback 10694,32.83,2024-10-14
10695,1701,10695,5,0,Service feedback 10695,70.8,2024-04-10
10696,2528,10696,4,1,Service feedback 10696,26.07,2024-09-19
10697,1507,10697,1,1,Service feedback 10697,21.51,2024-09-01
10698,578,10698,4,1,Service feedback 10698,27.52,2024-06-12
10699,3326,10699,5,0,Service feedback 10699,46.41,2024-01-06
10700,408,10700,2,0,Service feedback 10700,43.73,2024-06-30
10701,1636,10701,5,1,Service feedback 10701,27.01,2024-05-16
10702,1357,10702,2,0,Service feedback 10702,20.3,2024-03-02
10703,974,10703,1,1,Service feedback 10703,5.36,2025-01-14
10704,2871,10704,5,1,Service feedback 10704,36.73,2024-10-25
10705,4641,10705,1,0,Service feedback 10705,3.64,2024-05-06
10706,3971,10706,4,1,Service feedback 10706,12.13,2024-05-16
10707,1498,10707,2,1,Service feedback 10707,7.13,2024-07-08
10708,3035,10708,4,1,Service feedback 10708,17.45,2024-08-07
10709,3992,10709,3,0,Service feedback 10709,26.7,2024-07-04
10710,2836,10710,4,0,Service feedback 10710,2.07,2024-06-17
10711,569,10711,1,0,Service feedback 10711,49.15,2024-07-30
10712,385,10712,2,0,Service feedback 10712,34.19,2024-08-13
10713,1537,10713,1,1,Service feedback 10713,68.86,2024-09-03
10714,4233,10714,3,0,Service feedback 10714,62.96,2024-12-09
10715,3796,10715,5,1,Service feedback 10715,63.32,2024-06-12
10716,4820,10716,1,1,Service feedback 10716,52.04,2024-06-30
10717,915,10717,4,0,Service feedback 10717,58.65,2024-02-19
10718,178,10718,3,0,Service feedback 10718,1.15,2024-02-10
10719,2131,10719,4,1,Service feedback 10719,66.61,2024-08-12
10720,4528,10720,2,1,Service feedback 10720,14.16,2024-08-29
10721,4813,10721,3,1,Service feedback 10721,33.67,2024-05-07
10722,3080,10722,3,0,Service feedback 10722,8.63,2024-05-09
10723,3944,10723,1,1,Service feedback 10723,34.87,2024-11-23
10724,1618,10724,5,0,Service feedback 10724,43.95,2024-04-04
10725,86,10725,5,1,Service feedback 10725,15.58,2024-04-22
10726,4537,10726,3,1,Service feedback 10726,17.7,2024-06-01
10727,2580,10727,1,0,Service feedback 10727,6.18,2024-03-09
10728,4692,10728,1,0,Service feedback 10728,45.76,2024-05-08
10729,107,10729,1,0,Service feedback 10729,12.99,2024-11-10
10730,2869,10730,4,0,Service feedback 10730,25.26,2024-09-20
10731,3939,10731,5,0,Service feedback 10731,47.6,2024-07-11
10732,1810,10732,4,0,Service feedback 10732,22.76,2024-11-14
10733,3677,10733,3,1,Service feedback 10733,17.54,2024-09-27
10734,1807,10734,5,0,Service feedback 10734,22.48,2024-03-02
10735,4761,10735,5,0,Service feedback 10735,55.45,2024-04-12
10736,896,10736,2,0,Service feedback 10736,61.51,2024-08-17
10737,4884,10737,4,0,Service feedback 10737,18.75,2025-01-06
10738,3578,10738,2,0,Service feedback 10738,10.9,2024-12-15
10739,4171,10739,2,1,Service feedback 10739,33.52,2024-01-09
10740,2352,10740,5,1,Service feedback 10740,27.35,2024-07-28
10741,3941,10741,3,0,Service feedback 10741,16.24,2024-10-31
10742,2220,10742,1,1,Service feedback 10742,10.52,2024-07-04
10743,1361,10743,2,0,Service feedback 10743,21.57,2024-03-24
10744,3663,10744,1,1,Service feedback 10744,36.27,2024-04-10
10745,4108,10745,1,1,Service feedback 10745,32.14,2024-03-05
10746,3510,10746,5,1,Service feedback 10746,67.11,2024-08-10
10747,1762,10747,5,0,Service feedback 10747,23.58,2024-05-20
10748,3065,10748,3,0,Service feedback 10748,1.86,2024-03-12
10749,2541,10749,5,0,Service feedback 10749,33.59,2024-07-29
10750,4998,10750,2,0,Service feedback 10750,29.58,2024-09-15
10751,3382,10751,2,1,Service feedback 10751,32.4,2024-05-02
10752,1454,10752,2,1,Service feedback 10752,3.23,2024-05-03
10753,2127,10753,1,1,Service feedback 10753,65.23,2024-03-11
10754,4185,10754,3,0,Service feedback 10754,47.26,2024-06-13
10755,2995,10755,3,1,Service feedback 10755,12.36,2024-09-30
10756,2880,10756,2,1,Service feedback 10756,15.33,2024-12-08
10757,3795,10757,2,0,Service feedback 10757,15.36,2024-02-12
10758,3725,10758,5,0,Service feedback 10758,49.0,2024-11-04
10759,1469,10759,1,1,Service feedback 10759,26.09,2024-06-28
10760,4655,10760,2,1,Service feedback 10760,21.94,2024-06-20
10761,2716,10761,4,0,Service feedback 10761,48.13,2024-09-05
10762,2181,10762,4,1,Service feedback 10762,2.01,2024-09-01
10763,4162,10763,4,1,Service feedback 10763,17.27,2024-02-23
10764,1271,10764,3,1,Service feedback 10764,24.63,2024-04-22
10765,77,10765,5,0,Service feedback 10765,7.77,2024-09-05
10766,1563,10766,3,1,Service feedback 10766,43.04,2024-08-16
10767,4680,10767,2,1,Service feedback 10767,7.26,2024-07-07
10768,3125,10768,5,1,Service feedback 10768,60.02,2024-11-07
10769,4900,10769,4,0,Service feedback 10769,69.22,2024-10-07
10770,1727,10770,4,1,Service feedback 10770,4.01,2024-06-28
10771,2218,10771,5,1,Service feedback 10771,25.91,2024-07-08
10772,4658,10772,4,1,Service feedback 10772,69.68,2024-06-01
10773,3317,10773,5,1,Service feedback 10773,6.45,2024-06-04
10774,3776,10774,1,0,Service feedback 10774,12.39,2024-09-15
10775,845,10775,4,0,Service feedback 10775,44.48,2024-07-05
10776,1949,10776,3,0,Service feedback 10776,28.13,2024-12-04
10777,1768,10777,2,1,Service feedback 10777,35.61,2024-05-01
10778,2980,10778,1,0,Service feedback 10778,61.7,2024-01-26
10779,1678,10779,2,1,Service feedback 10779,69.45,2024-06-22
10780,853,10780,4,1,Service feedback 10780,20.63,2024-07-13
10781,4655,10781,1,1,Service feedback 10781,50.14,2024-01-23
10782,957,10782,3,0,Service feedback 10782,36.69,2024-12-21
10783,1901,10783,1,0,Service feedback 10783,25.52,2024-12-24
10784,267,10784,4,1,Service feedback 10784,22.02,2024-08-19
10785,4292,10785,2,1,Service feedback 10785,62.4,2024-08-12
10786,91,10786,4,0,Service feedback 10786,62.11,2025-01-29
10787,3634,10787,3,0,Service feedback 10787,1.2,2024-06-05
10788,1775,10788,4,1,Service feedback 10788,16.32,2024-01-26
10789,942,10789,5,0,Service feedback 10789,25.97,2024-12-19
10790,1436,10790,5,0,Service feedback 10790,5.78,2024-07-26
10791,2941,10791,1,0,Service feedback 10791,39.36,2024-10-28
10792,2193,10792,3,1,Service feedback 10792,15.45,2024-12-22
10793,809,10793,4,0,Service feedback 10793,36.88,2024-01-04
10794,2421,10794,5,0,Service feedback 10794,56.23,2024-12-04
10795,3480,10795,2,0,Service feedback 10795,32.21,2024-12-07
10796,2453,10796,2,1,Service feedback 10796,69.05,2024-12-01
10797,1524,10797,1,1,Service feedback 10797,57.07,2024-11-19
10798,3463,10798,5,0,Service feedback 10798,10.81,2024-10-31
10799,2619,10799,1,1,Service feedback 10799,56.4,2024-01-07
10800,1628,10800,3,0,Service feedback 10800,58.35,2025-01-10
10801,3582,10801,2,1,Service feedback 10801,47.7,2024-10-03
10802,3672,10802,3,1,Service feedback 10802,27.78,2024-08-07
10803,2103,10803,2,0,Service feedback 10803,11.97,2024-11-16
10804,39,10804,1,0,Service feedback 10804,63.77,2024-04-03
10805,1486,10805,3,1,Service feedback 10805,36.72,2024-11-09
10806,4821,10806,2,0,Service feedback 10806,45.18,2024-02-13
10807,2042,10807,2,0,Service feedback 10807,7.73,2024-04-11
10808,4042,10808,3,1,Service feedback 10808,20.88,2024-07-16
10809,4336,10809,5,0,Service feedback 10809,66.61,2024-11-17
10810,4828,10810,4,1,Service feedback 10810,63.7,2024-09-04
10811,4954,10811,4,1,Service feedback 10811,56.12,2024-05-17
10812,1687,10812,5,1,Service feedback 10812,41.99,2024-09-12
10813,4120,10813,1,1,Service feedback 10813,43.36,2025-02-02
10814,275,10814,3,1,Service feedback 10814,56.13,2024-02-17
10815,4327,10815,5,0,Service feedback 10815,43.56,2024-12-22
10816,432,10816,3,1,Service feedback 10816,71.46,2024-02-19
10817,2044,10817,1,0,Service feedback 10817,51.67,2024-01-09
10818,1093,10818,4,1,Service feedback 10818,23.07,2024-12-16
10819,4474,10819,5,1,Service feedback 10819,66.7,2024-03-15
10820,1996,10820,3,0,Service feedback 10820,39.57,2024-09-06
10821,332,10821,3,1,Service feedback 10821,8.46,2024-06-22
10822,3997,10822,2,1,Service feedback 10822,64.01,2024-02-26
10823,1323,10823,5,1,Service feedback 10823,65.22,2024-12-18
10824,499,10824,4,0,Service feedback 10824,69.59,2024-08-18
10825,2435,10825,4,0,Service feedback 10825,15.79,2024-11-17
10826,2231,10826,4,1,Service feedback 10826,53.46,2024-04-09
10827,2716,10827,4,0,Service feedback 10827,5.65,2025-01-25
10828,4582,10828,4,0,Service feedback 10828,62.19,2024-11-23
10829,2019,10829,3,0,Service feedback 10829,41.38,2024-02-04
10830,1177,10830,3,1,Service feedback 10830,38.85,2024-04-28
10831,2479,10831,4,1,Service feedback 10831,41.25,2024-10-30
10832,758,10832,5,0,Service feedback 10832,21.94,2024-06-19
10833,4885,10833,2,0,Service feedback 10833,5.45,2024-01-03
10834,3943,10834,2,1,Service feedback 10834,37.8,2024-08-27
10835,3475,10835,1,0,Service feedback 10835,45.92,2024-01-26
10836,1208,10836,3,1,Service feedback 10836,58.86,2024-07-28
10837,3736,10837,5,0,Service feedback 10837,70.42,2024-10-21
10838,402,10838,1,1,Service feedback 10838,23.09,2024-12-30
10839,511,10839,1,1,Service feedback 10839,65.07,2024-01-29
10840,324,10840,5,1,Service feedback 10840,54.77,2024-07-06
10841,4162,10841,4,1,Service feedback 10841,6.59,2024-03-07
10842,4260,10842,1,1,Service feedback 10842,24.34,2024-05-05
10843,2836,10843,5,0,Service feedback 10843,58.33,2024-01-23
10844,4031,10844,1,0,Service feedback 10844,38.74,2024-06-25
10845,2305,10845,3,0,Service feedback 10845,27.18,2024-09-11
10846,121,10846,4,0,Service feedback 10846,31.67,2024-07-02
10847,1457,10847,5,1,Service feedback 10847,25.42,2024-04-18
10848,2331,10848,1,0,Service feedback 10848,45.78,2024-03-23
10849,1938,10849,1,0,Service feedback 10849,69.44,2024-06-09
10850,3994,10850,1,1,Service feedback 10850,37.95,2024-07-18
10851,4318,10851,3,1,Service feedback 10851,3.59,2024-12-07
10852,3920,10852,4,0,Service feedback 10852,19.83,2024-10-17
10853,1738,10853,2,1,Service feedback 10853,70.7,2024-07-02
10854,1912,10854,4,1,Service feedback 10854,24.79,2024-03-17
10855,3740,10855,4,0,Service feedback 10855,20.9,2024-03-14
10856,3992,10856,5,0,Service feedback 10856,52.83,2024-03-25
10857,2601,10857,2,0,Service feedback 10857,6.11,2024-07-08
10858,4162,10858,2,1,Service feedback 10858,65.45,2024-11-26
10859,2190,10859,4,0,Service feedback 10859,17.02,2024-10-17
10860,3347,10860,5,1,Service feedback 10860,29.97,2024-09-05
10861,4925,10861,1,0,Service feedback 10861,69.57,2024-07-29
10862,2947,10862,4,0,Service feedback 10862,40.61,2024-11-02
10863,2989,10863,1,1,Service feedback 10863,44.53,2024-05-22
10864,4674,10864,1,0,Service feedback 10864,9.54,2024-06-19
10865,2803,10865,3,0,Service feedback 10865,12.33,2024-06-28
10866,1737,10866,4,1,Service feedback 10866,63.43,2024-09-02
10867,3713,10867,2,0,Service feedback 10867,22.85,2024-01-28
10868,193,10868,1,1,Service feedback 10868,12.36,2024-12-27
10869,1302,10869,5,1,Service feedback 10869,54.84,2024-01-24
10870,596,10870,4,1,Service feedback 10870,42.39,2024-04-09
10871,204,10871,3,0,Service feedback 10871,23.19,2024-10-20
10872,3259,10872,5,0,Service feedback 10872,22.89,2024-03-27
10873,225,10873,3,1,Service feedback 10873,24.13,2024-12-17
10874,4041,10874,5,1,Service feedback 10874,55.5,2024-02-23
10875,3605,10875,2,1,Service feedback 10875,15.72,2024-01-07
10876,2781,10876,2,0,Service feedback 10876,5.74,2024-08-02
10877,1716,10877,2,0,Service feedback 10877,31.31,2024-11-18
10878,428,10878,1,1,Service feedback 10878,16.48,2024-11-23
10879,1060,10879,1,0,Service feedback 10879,6.53,2024-02-11
10880,1239,10880,5,1,Service feedback 10880,36.81,2024-03-02
10881,3201,10881,2,1,Service feedback 10881,55.36,2024-11-08
10882,4543,10882,3,0,Service feedback 10882,33.4,2024-11-30
10883,4212,10883,4,1,Service feedback 10883,50.71,2024-01-08
10884,3900,10884,2,0,Service feedback 10884,19.78,2024-12-15
10885,1627,10885,5,0,Service feedback 10885,27.52,2024-11-11
10886,2139,10886,3,0,Service feedback 10886,17.74,2024-03-15
10887,2545,10887,3,0,Service feedback 10887,27.6,2024-08-09
10888,4838,10888,1,1,Service feedback 10888,24.23,2025-01-31
10889,1091,10889,3,0,Service feedback 10889,71.66,2024-09-26
10890,2706,10890,2,0,Service feedback 10890,24.0,2024-06-04
10891,4683,10891,3,1,Service feedback 10891,71.45,2024-08-05
10892,1664,10892,3,0,Service feedback 10892,47.47,2024-08-28
10893,3173,10893,2,0,Service feedback 10893,32.8,2024-10-29
10894,2324,10894,4,1,Service feedback 10894,61.96,2024-04-19
10895,1720,10895,2,0,Service feedback 10895,42.29,2024-10-29
10896,2420,10896,5,0,Service feedback 10896,3.36,2024-03-22
10897,1848,10897,2,0,Service feedback 10897,20.26,2024-07-04
10898,4581,10898,3,1,Service feedback 10898,61.4,2024-05-02
10899,4022,10899,1,1,Service feedback 10899,63.82,2024-04-16
10900,2293,10900,2,1,Service feedback 10900,14.75,2024-05-29
10901,2588,10901,5,1,Service feedback 10901,52.85,2024-04-05
10902,2221,10902,5,1,Service feedback 10902,33.2,2025-01-02
10903,1142,10903,1,1,Service feedback 10903,61.98,2024-01-26
10904,1906,10904,2,1,Service feedback 10904,31.96,2024-01-23
10905,784,10905,2,0,Service feedback 10905,57.95,2024-05-10
10906,401,10906,2,0,Service feedback 10906,28.65,2024-02-18
10907,2919,10907,4,1,Service feedback 10907,3.85,2024-08-17
10908,2989,10908,4,1,Service feedback 10908,65.89,2024-06-11
10909,4092,10909,4,1,Service feedback 10909,9.77,2024-08-10
10910,1411,10910,3,0,Service feedback 10910,20.32,2024-09-15
10911,721,10911,1,0,Service feedback 10911,49.71,2024-02-08
10912,3088,10912,2,1,Service feedback 10912,24.55,2024-11-08
10913,4468,10913,3,1,Service feedback 10913,4.98,2024-12-11
10914,2022,10914,4,0,Service feedback 10914,34.91,2025-01-19
10915,4961,10915,4,1,Service feedback 10915,51.7,2024-03-17
10916,1441,10916,5,0,Service feedback 10916,23.81,2024-05-29
10917,1609,10917,3,1,Service feedback 10917,14.02,2025-01-09
10918,2745,10918,4,1,Service feedback 10918,47.82,2024-07-15
10919,3258,10919,1,0,Service feedback 10919,3.85,2024-07-31
10920,2344,10920,5,0,Service feedback 10920,14.0,2024-04-25
10921,4505,10921,4,0,Service feedback 10921,22.62,2024-10-22
10922,990,10922,4,0,Service feedback 10922,20.96,2025-01-07
10923,3577,10923,1,1,Service feedback 10923,23.98,2024-10-11
10924,1469,10924,2,1,Service feedback 10924,50.99,2024-08-18
10925,2646,10925,3,0,Service feedback 10925,30.21,2024-11-15
10926,1176,10926,2,0,Service feedback 10926,67.78,2025-01-15
10927,3838,10927,3,0,Service feedback 10927,34.12,2024-07-28
10928,938,10928,2,1,Service feedback 10928,58.92,2025-01-06
10929,3141,10929,5,0,Service feedback 10929,25.49,2024-10-16
10930,4764,10930,1,0,Service feedback 10930,11.65,2025-02-04
10931,4394,10931,5,1,Service feedback 10931,32.87,2024-10-18
10932,4491,10932,2,1,Service feedback 10932,8.76,2024-08-03
10933,753,10933,3,0,Service feedback 10933,25.69,2024-02-18
10934,1454,10934,3,0,Service feedback 10934,40.02,2024-10-20
10935,2762,10935,1,0,Service feedback 10935,50.8,2024-04-12
10936,3583,10936,5,0,Service feedback 10936,68.78,2024-10-04
