movement_id,shipment_id,from_hub,to_hub,movement_mode,departure_time,arrival_time,movement_status
11300,11300,71,158,Truck,2024-09-07 14:00:00,2024-11-25 17:00:00,Delayed
11301,11301,151,492,Ship,2024-11-12 17:00:00,2024-07-26 22:00:00,Delayed
11302,11302,170,83,Ship,2024-11-17 03:00:00,2024-10-22 20:00:00,In Transit
11303,11303,334,183,Air Freight,2024-09-03 10:00:00,2024-10-28 12:00:00,In Transit
11304,11304,467,467,Air Freight,2024-03-12 01:00:00,2024-02-07 06:00:00,In Transit
11305,11305,375,392,Truck,2024-05-30 07:00:00,2024-10-03 20:00:00,In Transit
11306,11306,61,172,Ship,2024-01-27 09:00:00,2024-09-14 14:00:00,Delayed
11307,11307,233,155,Air Freight,2024-08-09 13:00:00,2024-01-13 05:00:00,Completed
11308,11308,194,365,Air Freight,2024-08-24 07:00:00,2024-07-18 21:00:00,Delayed
11309,11309,475,279,Cargo Van,2024-03-09 18:00:00,2024-08-26 13:00:00,Delayed
11310,11310,25,96,Cargo Van,2024-01-04 12:00:00,2024-10-15 10:00:00,Completed
11311,11311,313,417,Air Freight,2024-05-19 20:00:00,2024-03-17 12:00:00,In Transit
11312,11312,23,159,Truck,2024-05-31 14:00:00,2024-10-10 04:00:00,Delayed
11313,11313,19,193,Truck,2024-11-27 09:00:00,2024-03-17 16:00:00,Delayed
11314,11314,392,53,Ship,2024-09-20 06:00:00,2024-04-05 00:00:00,In Transit
11315,11315,86,466,Truck,2024-09-03 01:00:00,2024-07-29 13:00:00,Delayed
11316,11316,248,424,Cargo Van,2024-06-13 21:00:00,2024-04-11 21:00:00,Completed
11317,11317,442,236,Air Freight,2024-03-21 06:00:00,2024-08-07 07:00:00,Completed
11318,11318,333,372,Air Freight,2024-03-10 20:00:00,2024-08-13 12:00:00,Completed
11319,11319,150,327,Truck,2024-04-01 17:00:00,2024-05-21 06:00:00,In Transit
11320,11320,59,97,Cargo Van,2024-04-01 09:00:00,2024-10-22 11:00:00,Completed
11321,11321,46,232,Ship,2024-07-03 04:00:00,2024-09-17 11:00:00,Delayed
11322,11322,157,70,Ship,2024-02-01 00:00:00,2024-10-27 05:00:00,In Transit
11323,11323,469,366,Ship,2024-11-09 16:00:00,2024-11-05 15:00:00,Completed
11324,11324,463,457,Ship,2024-02-29 04:00:00,2024-06-11 18:00:00,Completed
11325,11325,356,284,Cargo Van,2024-04-03 04:00:00,2024-02-28 00:00:00,Delayed
11326,11326,265,260,Air Freight,2024-09-10 04:00:00,2024-05-02 14:00:00,In Transit
11327,11327,394,376,Truck,2024-08-25 01:00:00,2024-11-18 15:00:00,Completed
11328,11328,398,233,Air Freight,2024-10-30 02:00:00,2024-07-25 04:00:00,Completed
11329,11329,81,290,Truck,2024-11-19 16:00:00,2024-03-04 11:00:00,Delayed
11330,11330,299,375,Ship,2024-01-23 01:00:00,2024-09-15 13:00:00,In Transit
11331,11331,181,29,Cargo Van,2024-08-12 15:00:00,2024-08-26 20:00:00,Delayed
11332,11332,332,405,Ship,2024-06-19 18:00:00,2024-08-16 21:00:00,Delayed
11333,11333,323,29,Air Freight,2024-05-24 10:00:00,2024-02-28 07:00:00,Delayed
11334,11334,100,59,Ship,2024-02-28 15:00:00,2024-02-27 09:00:00,In Transit
11335,11335,219,267,Air Freight,2024-10-25 01:00:00,2024-03-08 22:00:00,In Transit
11336,11336,54,387,Air Freight,2024-07-09 13:00:00,2024-05-08 21:00:00,In Transit
11337,11337,111,366,Ship,2024-08-23 14:00:00,2024-09-26 11:00:00,Delayed
11338,11338,152,251,Ship,2024-08-31 03:00:00,2024-10-28 03:00:00,Completed
11339,11339,205,295,Air Freight,2024-08-26 03:00:00,2024-06-25 18:00:00,Completed
11340,11340,322,248,Truck,2024-02-04 22:00:00,2024-10-30 11:00:00,In Transit
11341,11341,126,82,Truck,2024-03-31 05:00:00,2024-10-13 17:00:00,Delayed
11342,11342,143,181,Ship,2024-06-18 08:00:00,2024-11-26 06:00:00,Delayed
11343,11343,414,474,Ship,2024-08-24 03:00:00,2024-07-01 15:00:00,Delayed
11344,11344,266,395,Truck,2024-06-08 19:00:00,2024-04-04 16:00:00,Completed
11345,11345,292,413,Ship,2024-05-29 07:00:00,2024-04-03 19:00:00,In Transit
11346,11346,333,418,Cargo Van,2024-03-27 18:00:00,2024-11-08 18:00:00,Delayed
11347,11347,106,228,Cargo Van,2024-04-06 19:00:00,2024-06-10 09:00:00,Delayed
11348,11348,78,65,Air Freight,2024-06-29 16:00:00,2024-06-18 01:00:00,Completed
11349,11349,17,273,Air Freight,2024-06-06 10:00:00,2024-08-30 06:00:00,In Transit
11350,11350,227,149,Air Freight,2024-01-06 23:00:00,2024-04-14 11:00:00,In Transit
11351,11351,275,325,Ship,2024-07-03 00:00:00,2024-07-11 03:00:00,Delayed
11352,11352,179,405,Truck,2024-02-20 19:00:00,2024-09-09 18:00:00,In Transit
11353,11353,412,17,Cargo Van,2024-07-08 23:00:00,2024-03-13 19:00:00,Completed
11354,11354,339,406,Truck,2024-07-17 07:00:00,2024-11-11 17:00:00,In Transit
11355,11355,171,473,Truck,2024-03-26 22:00:00,2024-10-06 07:00:00,Completed
11356,11356,362,201,Truck,2024-06-10 10:00:00,2024-11-28 02:00:00,In Transit
11357,11357,335,149,Truck,2024-06-01 16:00:00,2024-05-12 15:00:00,Completed
11358,11358,198,333,Cargo Van,2024-09-17 09:00:00,2024-01-08 08:00:00,In Transit
11359,11359,404,180,Ship,2024-04-04 04:00:00,2024-10-19 07:00:00,Delayed
11360,11360,233,25,Air Freight,2024-09-03 10:00:00,2024-04-30 07:00:00,In Transit
11361,11361,209,159,Cargo Van,2024-08-27 04:00:00,2024-12-03 18:00:00,In Transit
11362,11362,171,326,Air Freight,2024-03-18 17:00:00,2024-07-29 08:00:00,In Transit
11363,11363,181,384,Air Freight,2024-05-23 17:00:00,2024-06-30 01:00:00,Completed
11364,11364,494,57,Cargo Van,2024-05-23 12:00:00,2024-11-01 17:00:00,Completed
11365,11365,135,179,Ship,2024-11-10 11:00:00,2024-08-08 16:00:00,In Transit
11366,11366,200,200,Truck,2024-02-21 11:00:00,2024-10-23 07:00:00,In Transit
11367,11367,164,388,Cargo Van,2024-03-27 23:00:00,2024-08-18 12:00:00,Delayed
11368,11368,347,318,Truck,2024-06-12 09:00:00,2024-06-20 06:00:00,Delayed
11369,11369,69,109,Ship,2024-03-04 19:00:00,2024-10-12 18:00:00,Delayed
11370,11370,343,131,Truck,2024-01-15 06:00:00,2024-10-31 01:00:00,Delayed
11371,11371,168,186,Cargo Van,2024-05-25 14:00:00,2024-03-04 11:00:00,Completed
11372,11372,81,126,Cargo Van,2024-06-21 12:00:00,2024-07-19 02:00:00,In Transit
11373,11373,413,203,Cargo Van,2024-09-12 02:00:00,2024-04-06 15:00:00,Completed
11374,11374,488,268,Air Freight,2024-05-05 21:00:00,2024-07-03 20:00:00,In Transit
11375,11375,386,476,Cargo Van,2024-03-25 21:00:00,2024-07-25 19:00:00,Delayed
11376,11376,217,401,Cargo Van,2024-03-19 03:00:00,2024-11-28 09:00:00,Delayed
11377,11377,315,430,Cargo Van,2024-08-03 13:00:00,2024-04-24 10:00:00,Delayed
11378,11378,389,416,Air Freight,2024-11-12 21:00:00,2024-05-23 04:00:00,Delayed
11379,11379,170,112,Air Freight,2024-11-10 09:00:00,2024-06-14 15:00:00,In Transit
11380,11380,479,209,Cargo Van,2024-01-11 15:00:00,2024-08-11 00:00:00,Completed
11381,11381,196,92,Truck,2024-01-04 05:00:00,2024-01-08 17:00:00,Completed
11382,11382,334,422,Air Freight,2024-11-14 20:00:00,2024-02-29 12:00:00,In Transit
11383,11383,289,468,Air Freight,2024-10-22 16:00:00,2024-02-14 06:00:00,Completed
11384,11384,468,142,Ship,2024-08-29 04:00:00,2024-11-05 19:00:00,Completed
11385,11385,210,191,Cargo Van,2024-08-27 07:00:00,2024-11-28 02:00:00,Completed
11386,11386,339,225,Truck,2024-11-02 20:00:00,2024-03-15 03:00:00,In Transit
11387,11387,192,298,Truck,2024-10-14 01:00:00,2024-08-11 04:00:00,Completed
11388,11388,163,194,Truck,2024-04-23 02:00:00,2024-07-26 17:00:00,In Transit
11389,11389,368,116,Air Freight,2024-03-05 04:00:00,2024-03-22 15:00:00,Delayed
11390,11390,196,115,Ship,2024-09-15 14:00:00,2024-07-13 10:00:00,Completed
11391,11391,404,237,Air Freight,2024-09-29 16:00:00,2024-03-06 13:00:00,Delayed
11392,11392,341,140,Ship,2024-11-16 15:00:00,2024-09-12 00:00:00,Completed
11393,11393,142,188,Air Freight,2024-08-26 07:00:00,2024-05-18 09:00:00,Completed
11394,11394,190,460,Air Freight,2024-02-01 21:00:00,2024-10-14 16:00:00,Delayed
11395,11395,111,189,Ship,2024-07-19 16:00:00,2024-03-02 03:00:00,Delayed
11396,11396,52,469,Truck,2024-04-30 20:00:00,2024-05-31 04:00:00,Delayed
11397,11397,319,29,Air Freight,2024-03-18 06:00:00,2024-05-19 23:00:00,Completed
11398,11398,97,404,Air Freight,2024-01-13 01:00:00,2024-01-02 22:00:00,Completed
11399,11399,251,195,Ship,2024-04-17 02:00:00,2024-03-08 16:00:00,Delayed
11400,11400,7,363,Truck,2024-03-25 20:00:00,2024-10-28 12:00:00,Completed
11401,11401,155,121,Truck,2024-08-16 14:00:00,2024-04-26 20:00:00,Completed
11402,11402,82,13,Cargo Van,2024-05-16 13:00:00,2024-10-09 21:00:00,Completed
11403,11403,79,332,Truck,2024-07-11 17:00:00,2024-09-23 12:00:00,Delayed
11404,11404,46,268,Cargo Van,2024-05-02 16:00:00,2024-08-19 06:00:00,Completed
11405,11405,1,460,Air Freight,2024-09-17 00:00:00,2024-08-20 15:00:00,Completed
11406,11406,163,422,Ship,2024-10-26 18:00:00,2024-01-31 21:00:00,Completed
11407,11407,48,388,Ship,2024-07-18 01:00:00,2024-09-15 19:00:00,In Transit
11408,11408,339,477,Cargo Van,2024-01-27 18:00:00,2024-04-29 13:00:00,Completed
11409,11409,260,343,Air Freight,2024-08-02 08:00:00,2024-05-03 11:00:00,Delayed
11410,11410,39,108,Truck,2024-09-16 08:00:00,2024-02-03 03:00:00,Delayed
11411,11411,171,78,Ship,2024-04-03 13:00:00,2024-03-18 08:00:00,Completed
11412,11412,275,154,Truck,2024-03-01 11:00:00,2024-03-26 16:00:00,In Transit
11413,11413,446,247,Ship,2024-10-06 08:00:00,2024-10-28 07:00:00,Completed
11414,11414,311,64,Ship,2024-04-24 22:00:00,2024-06-10 14:00:00,In Transit
11415,11415,498,320,Ship,2024-07-07 06:00:00,2024-09-02 15:00:00,In Transit
11416,11416,380,244,Truck,2024-01-18 20:00:00,2024-01-22 01:00:00,Delayed
11417,11417,421,384,Truck,2024-08-09 23:00:00,2024-03-10 18:00:00,Delayed
11418,11418,271,414,Air Freight,2024-02-16 22:00:00,2024-09-23 06:00:00,In Transit
11419,11419,90,296,Air Freight,2024-09-23 00:00:00,2024-03-20 21:00:00,Completed
11420,11420,266,341,Air Freight,2024-11-15 22:00:00,2024-09-02 20:00:00,In Transit
11421,11421,106,2,Truck,2024-01-13 07:00:00,2024-05-23 21:00:00,In Transit
11422,11422,359,472,Cargo Van,2024-02-03 09:00:00,2024-05-17 01:00:00,In Transit
11423,11423,212,247,Cargo Van,2024-01-10 21:00:00,2024-04-04 08:00:00,Completed
11424,11424,332,222,Air Freight,2024-01-24 05:00:00,2024-07-24 19:00:00,In Transit
11425,11425,131,169,Ship,2024-11-14 03:00:00,2024-10-28 14:00:00,In Transit
11426,11426,224,237,Air Freight,2024-03-08 17:00:00,2024-09-22 22:00:00,In Transit
11427,11427,343,64,Air Freight,2024-10-30 08:00:00,2024-08-25 05:00:00,Delayed
11428,11428,302,8,Truck,2024-09-16 15:00:00,2024-11-20 07:00:00,Delayed
11429,11429,262,128,Air Freight,2024-10-05 06:00:00,2024-03-09 02:00:00,In Transit
11430,11430,426,324,Air Freight,2024-03-30 22:00:00,2024-10-26 23:00:00,Delayed
11431,11431,150,430,Air Freight,2024-11-28 16:00:00,2024-10-01 21:00:00,Delayed
11432,11432,418,166,Air Freight,2024-08-11 01:00:00,2024-07-31 01:00:00,Delayed
11433,11433,310,93,Ship,2024-10-31 05:00:00,2024-05-14 01:00:00,In Transit
11434,11434,286,17,Cargo Van,2024-08-09 11:00:00,2024-12-02 18:00:00,Completed
11435,11435,189,75,Ship,2024-09-03 05:00:00,2024-04-05 19:00:00,Completed
11436,11436,245,147,Ship,2024-05-31 17:00:00,2024-01-22 09:00:00,Delayed
11437,11437,437,406,Air Freight,2024-08-20 23:00:00,2024-10-25 19:00:00,Delayed
11438,11438,78,446,Cargo Van,2024-09-20 21:00:00,2024-02-18 22:00:00,Completed
11439,11439,491,397,Ship,2024-08-23 09:00:00,2024-03-23 13:00:00,Delayed
11440,11440,205,353,Ship,2024-05-29 13:00:00,2024-09-02 15:00:00,In Transit
11441,11441,140,284,Truck,2024-10-25 19:00:00,2024-05-01 10:00:00,Delayed
11442,11442,167,240,Truck,2024-03-29 15:00:00,2024-04-09 07:00:00,Completed
11443,11443,399,403,Truck,2024-08-31 20:00:00,2024-03-26 22:00:00,In Transit
11444,11444,9,405,Air Freight,2024-04-21 15:00:00,2024-09-20 08:00:00,In Transit
11445,11445,125,422,Ship,2024-03-09 05:00:00,2024-02-10 23:00:00,Delayed
11446,11446,441,80,Truck,2024-09-26 04:00:00,2024-10-08 16:00:00,In Transit
11447,11447,312,91,Ship,2024-06-03 16:00:00,2024-08-04 19:00:00,Completed
11448,11448,104,143,Ship,2024-04-08 13:00:00,2024-07-02 17:00:00,Completed
11449,11449,254,94,Ship,2024-10-15 08:00:00,2024-03-16 13:00:00,Completed
11450,11450,311,107,Air Freight,2024-10-17 11:00:00,2024-07-04 18:00:00,Delayed
11451,11451,58,122,Truck,2024-01-22 17:00:00,2024-08-27 23:00:00,Completed
11452,11452,277,126,Truck,2024-08-04 13:00:00,2024-09-09 19:00:00,Completed
11453,11453,477,100,Cargo Van,2024-06-15 12:00:00,2024-08-15 10:00:00,In Transit
11454,11454,373,456,Ship,2024-04-23 09:00:00,2024-01-06 07:00:00,Completed
11455,11455,110,495,Truck,2024-06-08 19:00:00,2024-06-06 16:00:00,Delayed
11456,11456,153,479,Air Freight,2024-07-22 02:00:00,2024-04-05 01:00:00,Completed
11457,11457,352,5,Truck,2024-05-30 03:00:00,2024-08-07 07:00:00,Delayed
11458,11458,4,367,Air Freight,2024-04-28 03:00:00,2024-01-11 12:00:00,In Transit
11459,11459,395,388,Truck,2024-08-25 12:00:00,2024-09-12 01:00:00,Completed
11460,11460,21,114,Truck,2024-11-18 08:00:00,2024-06-26 19:00:00,Completed
11461,11461,268,35,Air Freight,2024-04-25 04:00:00,2024-05-31 12:00:00,Completed
11462,11462,90,55,Truck,2024-04-28 21:00:00,2024-06-02 06:00:00,Completed
11463,11463,446,319,Ship,2024-03-22 16:00:00,2024-01-31 15:00:00,Completed
11464,11464,489,64,Cargo Van,2024-05-08 09:00:00,2024-01-02 17:00:00,Delayed
11465,11465,229,98,Cargo Van,2024-05-11 02:00:00,2024-04-10 11:00:00,In Transit
11466,11466,33,355,Air Freight,2024-07-01 01:00:00,2024-01-10 11:00:00,Completed
11467,11467,401,391,Cargo Van,2024-02-02 18:00:00,2024-11-03 16:00:00,Completed
11468,11468,315,447,Cargo Van,2024-04-30 01:00:00,2024-09-19 15:00:00,Delayed
11469,11469,301,240,Air Freight,2024-07-26 01:00:00,2024-07-11 08:00:00,Delayed
11470,11470,157,283,Ship,2024-03-06 11:00:00,2024-12-01 20:00:00,In Transit
11471,11471,5,140,Truck,2024-07-02 12:00:00,2024-01-12 04:00:00,In Transit
11472,11472,19,500,Air Freight,2024-09-06 20:00:00,2024-02-02 04:00:00,Completed
11473,11473,475,362,Ship,2024-08-28 08:00:00,2024-07-11 09:00:00,In Transit
11474,11474,215,16,Ship,2024-07-28 23:00:00,2024-03-18 20:00:00,In Transit
11475,11475,65,212,Truck,2024-02-22 14:00:00,2024-07-24 14:00:00,In Transit
11476,11476,217,45,Cargo Van,2024-09-28 04:00:00,2024-01-25 16:00:00,Delayed
11477,11477,184,219,Truck,2024-10-15 17:00:00,2024-08-21 13:00:00,Delayed
11478,11478,444,169,Air Freight,2024-04-08 03:00:00,2024-04-04 17:00:00,Delayed
11479,11479,154,111,Air Freight,2024-01-03 14:00:00,2024-01-26 09:00:00,Delayed
11480,11480,73,116,Air Freight,2024-11-27 01:00:00,2024-03-06 07:00:00,Delayed
11481,11481,484,406,Air Freight,2024-02-05 21:00:00,2024-07-10 10:00:00,Completed
11482,11482,347,356,Air Freight,2024-05-23 00:00:00,2024-04-06 16:00:00,Delayed
11483,11483,234,409,Truck,2024-05-26 11:00:00,2024-06-11 20:00:00,Completed
11484,11484,428,116,Air Freight,2024-02-17 18:00:00,2024-05-28 21:00:00,In Transit
11485,11485,259,484,Truck,2024-01-31 10:00:00,2024-04-20 06:00:00,Completed
11486,11486,487,298,Air Freight,2024-11-12 20:00:00,2024-08-09 23:00:00,In Transit
11487,11487,478,313,Cargo Van,2024-04-09 13:00:00,2024-04-30 07:00:00,Delayed
11488,11488,21,164,Ship,2024-02-18 00:00:00,2024-07-03 00:00:00,Completed
11489,11489,98,68,Ship,2024-03-17 01:00:00,2024-03-10 11:00:00,Completed
11490,11490,454,141,Truck,2024-03-07 02:00:00,2024-04-22 18:00:00,Delayed
11491,11491,207,145,Truck,2024-01-22 20:00:00,2024-11-14 17:00:00,Delayed
11492,11492,27,254,Truck,2024-11-13 08:00:00,2024-04-14 12:00:00,In Transit
11493,11493,133,113,Truck,2024-10-07 14:00:00,2024-10-04 08:00:00,Delayed
11494,11494,361,252,Air Freight,2024-11-23 22:00:00,2024-01-20 00:00:00,Completed
11495,11495,103,306,Ship,2024-02-08 15:00:00,2024-08-29 17:00:00,In Transit
11496,11496,147,354,Cargo Van,2024-02-26 01:00:00,2024-10-13 07:00:00,Delayed
11497,11497,291,226,Truck,2024-08-05 11:00:00,2024-10-07 19:00:00,Delayed
11498,11498,302,388,Cargo Van,2024-01-18 10:00:00,2024-10-04 21:00:00,In Transit
11499,11499,492,288,Cargo Van,2024-10-15 21:00:00,2024-07-14 02:00:00,Delayed
11500,11500,454,33,Air Freight,2024-03-16 16:00:00,2024-11-15 23:00:00,In Transit
11501,11501,460,250,Air Freight,2024-04-27 07:00:00,2024-03-02 05:00:00,In Transit
11502,11502,116,235,Truck,2024-10-06 11:00:00,2024-10-07 09:00:00,In Transit
11503,11503,351,180,Cargo Van,2024-01-04 20:00:00,2024-09-03 18:00:00,Completed
11504,11504,323,328,Ship,2024-09-04 01:00:00,2024-03-19 12:00:00,In Transit
11505,11505,215,78,Truck,2024-09-24 04:00:00,2024-12-05 03:00:00,In Transit
11506,11506,248,139,Air Freight,2024-06-15 12:00:00,2024-02-29 20:00:00,Delayed
11507,11507,397,309,Cargo Van,2024-02-17 05:00:00,2024-03-01 07:00:00,Completed
11508,11508,376,54,Cargo Van,2024-01-26 06:00:00,2024-08-10 23:00:00,Delayed
11509,11509,109,356,Air Freight,2024-02-02 19:00:00,2024-07-02 08:00:00,Delayed
11510,11510,389,245,Ship,2024-09-27 20:00:00,2024-01-11 02:00:00,Completed
11511,11511,318,429,Cargo Van,2024-05-28 06:00:00,2024-10-24 17:00:00,Delayed
11512,11512,280,298,Cargo Van,2024-03-06 08:00:00,2024-11-06 02:00:00,Completed
11513,11513,219,119,Ship,2024-05-23 10:00:00,2024-05-03 10:00:00,In Transit
11514,11514,104,203,Ship,2024-02-15 03:00:00,2024-05-28 12:00:00,Delayed
11515,11515,440,116,Ship,2024-01-19 00:00:00,2024-11-04 05:00:00,Completed
11516,11516,438,248,Air Freight,2024-11-24 12:00:00,2024-01-19 07:00:00,In Transit
11517,11517,189,113,Cargo Van,2024-09-16 09:00:00,2024-08-25 11:00:00,In Transit
11518,11518,405,222,Truck,2024-03-20 17:00:00,2024-08-06 08:00:00,Delayed
11519,11519,383,142,Air Freight,2024-08-25 12:00:00,2024-11-02 01:00:00,Delayed
11520,11520,132,164,Ship,2024-06-22 13:00:00,2024-08-10 20:00:00,In Transit
11521,11521,197,388,Truck,2024-02-23 00:00:00,2024-02-16 19:00:00,Completed
11522,11522,81,441,Cargo Van,2024-03-05 05:00:00,2024-04-07 09:00:00,Completed
11523,11523,306,20,Cargo Van,2024-06-06 02:00:00,2024-05-26 13:00:00,Completed
11524,11524,177,430,Ship,2024-03-30 14:00:00,2024-04-09 05:00:00,Completed
11525,11525,69,408,Ship,2024-06-02 06:00:00,2024-11-24 16:00:00,Delayed
11526,11526,145,68,Air Freight,2024-10-19 06:00:00,2024-09-26 11:00:00,Completed
11527,11527,133,284,Cargo Van,2024-04-10 20:00:00,2024-06-11 02:00:00,Completed
11528,11528,68,441,Air Freight,2024-08-08 23:00:00,2024-02-01 20:00:00,In Transit
11529,11529,427,469,Air Freight,2024-08-05 10:00:00,2024-06-08 04:00:00,In Transit
11530,11530,290,296,Ship,2024-01-05 17:00:00,2024-05-28 21:00:00,In Transit
11531,11531,236,303,Cargo Van,2024-04-07 17:00:00,2024-06-14 20:00:00,Completed
11532,11532,338,469,Cargo Van,2024-11-06 01:00:00,2024-12-06 04:00:00,Completed
11533,11533,2,281,Cargo Van,2024-08-19 12:00:00,2024-04-14 07:00:00,Completed
11534,11534,170,298,Air Freight,2024-10-28 19:00:00,2024-04-18 13:00:00,Delayed
11535,11535,223,278,Truck,2024-09-10 19:00:00,2024-01-10 10:00:00,In Transit
11536,11536,153,252,Truck,2024-02-26 01:00:00,2024-08-07 17:00:00,Completed
11537,11537,494,61,Truck,2024-05-14 04:00:00,2024-05-18 13:00:00,Delayed
11538,11538,356,296,Air Freight,2024-10-05 19:00:00,2024-04-05 08:00:00,Delayed
11539,11539,159,369,Air Freight,2024-05-13 03:00:00,2024-07-04 07:00:00,In Transit
11540,11540,298,246,Truck,2024-03-02 17:00:00,2024-08-08 21:00:00,In Transit
11541,11541,174,452,Air Freight,2024-11-22 19:00:00,2024-03-30 23:00:00,Completed
11542,11542,208,327,Ship,2024-06-25 18:00:00,2024-04-19 01:00:00,In Transit
11543,11543,344,243,Truck,2024-07-08 19:00:00,2024-05-28 11:00:00,In Transit
11544,11544,142,311,Air Freight,2024-08-24 19:00:00,2024-02-24 20:00:00,In Transit
11545,11545,286,175,Cargo Van,2024-08-24 15:00:00,2024-09-20 22:00:00,Delayed
11546,11546,17,266,Air Freight,2024-06-23 16:00:00,2024-07-17 07:00:00,Delayed
11547,11547,113,36,Ship,2024-06-12 12:00:00,2024-11-30 08:00:00,Delayed
11548,11548,191,223,Air Freight,2024-05-05 21:00:00,2024-12-07 09:00:00,Completed
11549,11549,463,409,Ship,2024-04-16 00:00:00,2024-01-26 01:00:00,Completed
11550,11550,17,137,Air Freight,2024-07-20 05:00:00,2024-02-02 06:00:00,Delayed
11551,11551,473,421,Air Freight,2024-07-09 15:00:00,2024-10-27 05:00:00,Delayed
11552,11552,464,251,Cargo Van,2024-01-19 12:00:00,2024-10-25 19:00:00,Delayed
11553,11553,74,452,Air Freight,2024-01-29 00:00:00,2024-12-06 15:00:00,In Transit
11554,11554,30,375,Cargo Van,2024-02-07 03:00:00,2024-07-31 14:00:00,In Transit
11555,11555,216,51,Truck,2024-01-11 07:00:00,2024-11-22 05:00:00,In Transit
11556,11556,370,135,Ship,2024-07-16 08:00:00,2024-10-21 02:00:00,In Transit
11557,11557,65,240,Ship,2024-02-04 21:00:00,2024-02-09 16:00:00,In Transit
11558,11558,236,494,Cargo Van,2024-05-20 11:00:00,2024-05-02 05:00:00,Delayed
11559,11559,210,86,Truck,2024-05-08 07:00:00,2024-06-22 21:00:00,In Transit
11560,11560,178,208,Cargo Van,2024-04-02 21:00:00,2024-03-12 20:00:00,Completed
11561,11561,389,161,Cargo Van,2024-07-26 04:00:00,2024-11-23 06:00:00,In Transit
11562,11562,247,435,Cargo Van,2024-04-25 10:00:00,2024-01-13 06:00:00,Delayed
11563,11563,15,52,Cargo Van,2024-05-15 03:00:00,2024-11-22 01:00:00,Delayed
11564,11564,29,256,Air Freight,2024-05-09 18:00:00,2024-05-05 14:00:00,Delayed
11565,11565,140,422,Truck,2024-08-08 20:00:00,2024-07-09 04:00:00,In Transit
11566,11566,66,12,Air Freight,2024-06-19 23:00:00,2024-09-18 06:00:00,In Transit
11567,11567,374,448,Truck,2024-11-28 06:00:00,2024-03-09 20:00:00,Delayed
11568,11568,452,477,Cargo Van,2024-09-13 16:00:00,2024-11-09 10:00:00,Delayed
11569,11569,325,48,Cargo Van,2024-07-26 16:00:00,2024-01-18 13:00:00,Completed
11570,11570,74,431,Air Freight,2024-07-24 13:00:00,2024-06-05 10:00:00,In Transit
11571,11571,257,477,Air Freight,2024-05-03 05:00:00,2024-06-18 12:00:00,Delayed
11572,11572,410,234,Truck,2024-10-04 02:00:00,2024-10-03 16:00:00,Completed
11573,11573,341,261,Ship,2024-02-08 20:00:00,2024-09-20 21:00:00,Delayed
11574,11574,304,17,Cargo Van,2024-08-16 06:00:00,2024-10-02 00:00:00,Completed
11575,11575,230,52,Cargo Van,2024-06-13 18:00:00,2024-10-17 03:00:00,Delayed
11576,11576,229,257,Air Freight,2024-09-10 05:00:00,2024-05-07 07:00:00,Completed
11577,11577,122,37,Cargo Van,2024-08-10 04:00:00,2024-06-09 12:00:00,In Transit
11578,11578,435,328,Truck,2024-10-30 01:00:00,2024-02-17 00:00:00,In Transit
11579,11579,218,202,Cargo Van,2024-11-21 09:00:00,2024-04-24 12:00:00,Delayed
11580,11580,15,318,Ship,2024-02-27 13:00:00,2024-04-03 18:00:00,In Transit
11581,11581,300,216,Truck,2024-09-20 18:00:00,2024-11-26 12:00:00,In Transit
11582,11582,144,304,Ship,2024-10-27 13:00:00,2024-08-09 22:00:00,Completed
11583,11583,43,92,Cargo Van,2024-02-29 04:00:00,2024-03-14 00:00:00,Delayed
11584,11584,23,361,Ship,2024-10-16 01:00:00,2024-06-29 21:00:00,Completed
11585,11585,294,257,Ship,2024-03-18 16:00:00,2024-07-02 18:00:00,In Transit
11586,11586,213,245,Cargo Van,2024-07-16 01:00:00,2024-03-10 01:00:00,Delayed
11587,11587,398,105,Ship,2024-06-18 05:00:00,2024-08-16 12:00:00,Completed
11588,11588,229,488,Truck,2024-06-18 18:00:00,2024-01-13 22:00:00,Delayed
11589,11589,488,129,Cargo Van,2024-10-18 04:00:00,2024-10-05 14:00:00,In Transit
11590,11590,281,111,Truck,2024-03-22 00:00:00,2024-08-23 13:00:00,In Transit
11591,11591,304,407,Truck,2024-03-31 04:00:00,2024-12-01 11:00:00,Delayed
11592,11592,339,63,Air Freight,2024-11-28 20:00:00,2024-09-15 21:00:00,Delayed
11593,11593,185,61,Ship,2024-10-27 23:00:00,2024-03-26 12:00:00,Delayed
11594,11594,385,257,Truck,2024-10-15 15:00:00,2024-05-21 21:00:00,Delayed
11595,11595,96,165,Ship,2024-10-31 22:00:00,2024-05-21 17:00:00,In Transit
11596,11596,397,198,Ship,2024-09-11 17:00:00,2024-02-18 02:00:00,In Transit
11597,11597,293,13,Ship,2024-03-01 16:00:00,2024-11-24 12:00:00,Completed
11598,11598,466,138,Cargo Van,2024-05-17 21:00:00,2024-04-11 16:00:00,Delayed
11599,11599,215,407,Cargo Van,2024-07-22 09:00:00,2024-03-29 06:00:00,Completed
11600,11600,75,27,Ship,2024-05-21 06:00:00,2024-07-26 06:00:00,Delayed
11601,11601,132,63,Ship,2024-07-22 20:00:00,2024-01-27 20:00:00,In Transit
11602,11602,451,351,Truck,2024-05-29 07:00:00,2024-09-28 11:00:00,Completed
11603,11603,419,135,Truck,2024-09-29 14:00:00,2024-01-26 09:00:00,Completed
