partner_id,partner_name,vehicle_type,driver_name,experience_years,rating,city,availability_status
789,SF Express,Cargo Van,Driver_789,7,4.8,Sydney,Offline
790,Blue Dart Express,Truck,Driver_790,13,3.69,New York,Busy
791,UPS Logistics,Cargo Van,Driver_791,7,3.23,Berlin,Busy
792,DHL Express,Cargo Van,Driver_792,12,3.87,Berlin,Busy
793,Maersk Logistics,Cargo Van,Driver_793,19,4.07,Toronto,Offline
794,DB Schenker,Ship,Driver_794,12,3.34,Sydney,Offline
795,XPO Logistics,Air Freight,Driver_795,22,3.28,New York,Offline
796,C.H. Robinson,Cargo Van,Driver_796,13,3.6,Dubai,Available
797,Nippon Express,Air Freight,Driver_797,17,3.59,Mumbai,Busy
798,Kuehne + Nagel,Truck,Driver_798,18,3.82,New York,Available
799,SF Express,Air Freight,Driver_799,21,3.95,Sydney,Busy
800,Blue Dart Express,Ship,Driver_800,13,3.83,Mumbai,Available
801,UPS Logistics,Ship,Driver_801,3,3.2,Toronto,Busy
802,DHL Express,Cargo Van,Driver_802,18,4.63,Berlin,Available
803,Maersk Logistics,Air Freight,Driver_803,21,4.61,New York,Busy
804,DB Schenker,Truck,Driver_804,17,4.81,Singapore,Offline
805,XPO Logistics,Cargo Van,Driver_805,23,4.67,London,Busy
806,C.H. Robinson,Ship,Driver_806,5,4.83,Berlin,Offline
807,Nippon Express,Air Freight,Driver_807,12,4.47,Mumbai,Busy
808,Kuehne + Nagel,Air Freight,Driver_808,23,3.46,Sydney,Available
809,SF Express,Truck,Driver_809,17,3.15,New York,Available
810,Blue Dart Express,Truck,Driver_810,9,4.53,Toronto,Offline
811,UPS Logistics,Ship,Driver_811,23,4.29,Mumbai,Offline
812,DHL Express,Truck,Driver_812,10,4.9,Singapore,Busy
813,Maersk Logistics,Truck,Driver_813,21,3.74,Dubai,Available
814,DB Schenker,Air Freight,Driver_814,10,4.51,Mumbai,Busy
815,XPO Logistics,Truck,Driver_815,14,3.2,Toronto,Available
816,C.H. Robinson,Ship,Driver_816,16,3.62,New York,Busy
817,Nippon Express,Cargo Van,Driver_817,23,3.04,Sydney,Available
818,Kuehne + Nagel,Cargo Van,Driver_818,7,3.32,Berlin,Busy
819,SF Express,Air Freight,Driver_819,6,3.55,Berlin,Available
820,Blue Dart Express,Truck,Driver_820,2,3.89,London,Available
821,UPS Logistics,Cargo Van,Driver_821,8,4.7,Berlin,Available
822,DHL Express,Truck,Driver_822,18,4.78,Berlin,Available
823,Maersk Logistics,Truck,Driver_823,21,4.34,Singapore,Offline
824,DB Schenker,Ship,Driver_824,9,4.46,Toronto,Offline
825,XPO Logistics,Truck,Driver_825,11,3.64,Mumbai,Available
826,C.H. Robinson,Cargo Van,Driver_826,12,3.96,Sydney,Busy
827,Nippon Express,Air Freight,Driver_827,3,4.97,New York,Busy
828,Kuehne + Nagel,Ship,Driver_828,3,3.58,New York,Available
829,SF Express,Cargo Van,Driver_829,8,3.49,Singapore,Available
830,Blue Dart Express,Air Freight,Driver_830,19,4.73,Sydney,Offline
831,UPS Logistics,Truck,Driver_831,9,4.58,London,Available
832,DHL Express,Cargo Van,Driver_832,7,3.74,Sydney,Available
833,Maersk Logistics,Air Freight,Driver_833,13,4.72,London,Offline
834,DB Schenker,Ship,Driver_834,13,4.26,Mumbai,Busy
835,XPO Logistics,Cargo Van,Driver_835,4,3.22,Dubai,Available
836,C.H. Robinson,Ship,Driver_836,24,4.5,Mumbai,Busy
837,Nippon Express,Cargo Van,Driver_837,14,4.28,Singapore,Available
838,Kuehne + Nagel,Truck,Driver_838,21,3.78,Mumbai,Busy
839,SF Express,Cargo Van,Driver_839,20,3.91,Singapore,Available
840,Blue Dart Express,Cargo Van,Driver_840,15,3.87,Berlin,Busy
841,UPS Logistics,Truck,Driver_841,3,4.64,New York,Offline
842,DHL Express,Air Freight,Driver_842,11,4.27,Sydney,Busy
843,Maersk Logistics,Air Freight,Driver_843,23,3.6,Dubai,Offline
844,DB Schenker,Cargo Van,Driver_844,13,3.18,Berlin,Offline
845,XPO Logistics,Truck,Driver_845,7,3.12,Toronto,Available
846,C.H. Robinson,Ship,Driver_846,8,3.07,Dubai,Offline
847,Nippon Express,Ship,Driver_847,10,4.23,Singapore,Offline
848,Kuehne + Nagel,Ship,Driver_848,23,4.91,New York,Busy
849,SF Express,Air Freight,Driver_849,24,4.46,Sydney,Offline
850,Blue Dart Express,Truck,Driver_850,1,4.14,London,Available
851,UPS Logistics,Ship,Driver_851,4,3.75,New York,Busy
852,DHL Express,Cargo Van,Driver_852,18,4.64,Berlin,Offline
853,Maersk Logistics,Air Freight,Driver_853,21,4.27,New York,Offline
854,DB Schenker,Air Freight,Driver_854,22,4.0,Sydney,Offline
855,XPO Logistics,Air Freight,Driver_855,17,3.1,Toronto,Offline
856,C.H. Robinson,Truck,Driver_856,23,4.66,Toronto,Busy
857,Nippon Express,Truck,Driver_857,6,3.09,Sydney,Available
858,Kuehne + Nagel,Cargo Van,Driver_858,24,3.46,Berlin,Busy
859,SF Express,Ship,Driver_859,7,3.41,London,Busy
860,Blue Dart Express,Cargo Van,Driver_860,18,3.75,Toronto,Offline
861,UPS Logistics,Air Freight,Driver_861,4,4.66,London,Busy
862,DHL Express,Air Freight,Driver_862,19,3.93,Toronto,Offline
863,Maersk Logistics,Cargo Van,Driver_863,2,4.57,Mumbai,Available
864,DB Schenker,Cargo Van,Driver_864,11,4.33,London,Busy
865,XPO Logistics,Ship,Driver_865,24,4.39,Sydney,Busy
866,C.H. Robinson,Truck,Driver_866,6,4.84,Dubai,Available
867,Nippon Express,Ship,Driver_867,1,3.83,New York,Available
868,Kuehne + Nagel,Air Freight,Driver_868,12,3.74,Berlin,Busy
869,SF Express,Cargo Van,Driver_869,9,4.43,Mumbai,Busy
870,Blue Dart Express,Ship,Driver_870,17,4.64,Sydney,Busy
871,UPS Logistics,Truck,Driver_871,6,4.43,New York,Available
872,DHL Express,Air Freight,Driver_872,22,4.3,Toronto,Available
873,Maersk Logistics,Air Freight,Driver_873,8,3.79,New York,Busy
874,DB Schenker,Air Freight,Driver_874,4,3.73,New York,Offline
875,XPO Logistics,Truck,Driver_875,7,4.81,Mumbai,Offline
876,C.H. Robinson,Air Freight,Driver_876,12,4.49,Singapore,Available
877,Nippon Express,Air Freight,Driver_877,1,3.08,Sydney,Available
878,Kuehne + Nagel,Ship,Driver_878,4,3.73,Singapore,Available
879,SF Express,Ship,Driver_879,19,4.42,Mumbai,Busy
880,Blue Dart Express,Truck,Driver_880,16,4.22,New York,Offline
881,UPS Logistics,Truck,Driver_881,11,3.53,London,Busy
882,DHL Express,Ship,Driver_882,23,3.09,Berlin,Busy
883,Maersk Logistics,Cargo Van,Driver_883,16,3.8,Singapore,Available
884,DB Schenker,Cargo Van,Driver_884,19,4.06,Mumbai,Available
885,XPO Logistics,Air Freight,Driver_885,3,3.37,Singapore,Offline
886,C.H. Robinson,Air Freight,Driver_886,21,4.67,Toronto,Available
887,Nippon Express,Truck,Driver_887,2,4.49,Mumbai,Available
888,Kuehne + Nagel,Air Freight,Driver_888,24,4.48,Singapore,Offline
889,SF Express,Truck,Driver_889,13,3.03,Singapore,Offline
890,Blue Dart Express,Ship,Driver_890,19,4.23,London,Available
891,UPS Logistics,Truck,Driver_891,23,4.44,Toronto,Offline
892,DHL Express,Air Freight,Driver_892,12,4.33,Mumbai,Available
893,Maersk Logistics,Cargo Van,Driver_893,4,4.02,New York,Offline
894,DB Schenker,Air Freight,Driver_894,14,3.3,Dubai,Busy
895,XPO Logistics,Cargo Van,Driver_895,7,3.45,Sydney,Offline
896,C.H. Robinson,Ship,Driver_896,4,4.65,Berlin,Available
897,Nippon Express,Air Freight,Driver_897,3,4.43,Dubai,Available
898,Kuehne + Nagel,Ship,Driver_898,16,4.18,Dubai,Busy
899,SF Express,Cargo Van,Driver_899,8,3.69,Mumbai,Busy
900,Blue Dart Express,Air Freight,Driver_900,19,4.13,Dubai,Available
901,UPS Logistics,Air Freight,Driver_901,17,3.07,Mumbai,Available
902,DHL Express,Ship,Driver_902,19,3.14,Mumbai,Offline
903,Maersk Logistics,Truck,Driver_903,10,3.76,Sydney,Offline
904,DB Schenker,Air Freight,Driver_904,4,3.14,Berlin,Offline
905,XPO Logistics,Air Freight,Driver_905,17,3.46,Dubai,Available
906,C.H. Robinson,Truck,Driver_906,14,4.11,New York,Available
907,Nippon Express,Air Freight,Driver_907,7,3.94,Dubai,Offline
908,Kuehne + Nagel,Cargo Van,Driver_908,22,4.02,Singapore,Busy
909,SF Express,Truck,Driver_909,13,4.71,Singapore,Available
910,Blue Dart Express,Air Freight,Driver_910,8,4.49,Sydney,Available
911,UPS Logistics,Cargo Van,Driver_911,8,4.67,Berlin,Available
912,DHL Express,Air Freight,Driver_912,17,3.89,Berlin,Busy
913,Maersk Logistics,Air Freight,Driver_913,21,4.98,Dubai,Available
914,DB Schenker,Air Freight,Driver_914,14,4.72,Mumbai,Available
915,XPO Logistics,Air Freight,Driver_915,18,3.85,Sydney,Available
916,C.H. Robinson,Air Freight,Driver_916,21,3.82,Dubai,Available
917,Nippon Express,Ship,Driver_917,23,4.17,Toronto,Available
918,Kuehne + Nagel,Air Freight,Driver_918,6,4.24,London,Busy
919,SF Express,Air Freight,Driver_919,13,4.74,London,Available
920,Blue Dart Express,Ship,Driver_920,9,4.35,Singapore,Offline
921,UPS Logistics,Air Freight,Driver_921,11,3.18,London,Busy
922,DHL Express,Ship,Driver_922,11,3.8,Toronto,Available
923,Maersk Logistics,Cargo Van,Driver_923,23,3.61,Singapore,Busy
924,DB Schenker,Truck,Driver_924,7,4.73,New York,Offline
925,XPO Logistics,Cargo Van,Driver_925,5,3.55,Toronto,Offline
926,C.H. Robinson,Truck,Driver_926,3,3.27,Singapore,Busy
927,Nippon Express,Truck,Driver_927,6,3.44,Singapore,Available
928,Kuehne + Nagel,Air Freight,Driver_928,22,4.54,Mumbai,Available
929,SF Express,Cargo Van,Driver_929,3,4.6,Mumbai,Busy
930,Blue Dart Express,Air Freight,Driver_930,3,4.65,Mumbai,Busy
931,UPS Logistics,Air Freight,Driver_931,16,4.78,New York,Offline
932,DHL Express,Air Freight,Driver_932,6,3.19,Berlin,Offline
933,Maersk Logistics,Ship,Driver_933,9,4.79,Singapore,Available
934,DB Schenker,Truck,Driver_934,13,4.81,Dubai,Busy
935,XPO Logistics,Air Freight,Driver_935,8,4.94,Toronto,Offline
936,C.H. Robinson,Cargo Van,Driver_936,12,3.79,New York,Available
937,Nippon Express,Cargo Van,Driver_937,12,3.36,Singapore,Busy
938,Kuehne + Nagel,Ship,Driver_938,12,3.53,London,Available
939,SF Express,Truck,Driver_939,12,4.47,Singapore,Available
940,Blue Dart Express,Air Freight,Driver_940,3,3.51,Toronto,Available
941,UPS Logistics,Air Freight,Driver_941,17,3.92,Mumbai,Available
942,DHL Express,Truck,Driver_942,10,4.71,Singapore,Available
943,Maersk Logistics,Cargo Van,Driver_943,17,4.12,Toronto,Offline
944,DB Schenker,Ship,Driver_944,10,3.91,Sydney,Available
945,XPO Logistics,Ship,Driver_945,10,4.11,Sydney,Offline
946,C.H. Robinson,Truck,Driver_946,6,3.6,Toronto,Busy
947,Nippon Express,Air Freight,Driver_947,2,4.3,New York,Available
948,Kuehne + Nagel,Air Freight,Driver_948,12,3.36,Dubai,Available
949,SF Express,Air Freight,Driver_949,2,3.5,New York,Offline
950,Blue Dart Express,Cargo Van,Driver_950,12,3.09,Sydney,Offline
951,UPS Logistics,Ship,Driver_951,15,4.8,Dubai,Busy
952,DHL Express,Ship,Driver_952,10,5.0,Berlin,Busy
953,Maersk Logistics,Air Freight,Driver_953,17,4.12,New York,Available
954,DB Schenker,Air Freight,Driver_954,3,3.17,Mumbai,Offline
955,XPO Logistics,Air Freight,Driver_955,15,4.32,Berlin,Busy
956,C.H. Robinson,Truck,Driver_956,15,3.36,Berlin,Busy
957,Nippon Express,Cargo Van,Driver_957,24,3.11,Singapore,Offline
958,Kuehne + Nagel,Cargo Van,Driver_958,2,4.87,London,Available
959,SF Express,Truck,Driver_959,5,4.85,London,Offline
960,Blue Dart Express,Air Freight,Driver_960,11,3.49,Sydney,Available
961,UPS Logistics,Cargo Van,Driver_961,11,4.04,New York,Offline
962,DHL Express,Truck,Driver_962,5,4.09,New York,Busy
963,Maersk Logistics,Truck,Driver_963,22,4.4,London,Available
964,DB Schenker,Ship,Driver_964,6,4.56,Mumbai,Offline
965,XPO Logistics,Cargo Van,Driver_965,22,3.48,Dubai,Busy
966,C.H. Robinson,Ship,Driver_966,14,4.56,Dubai,Busy
967,Nippon Express,Truck,Driver_967,24,4.39,Sydney,Busy
968,Kuehne + Nagel,Cargo Van,Driver_968,15,4.43,Sydney,Offline
969,SF Express,Air Freight,Driver_969,14,3.56,Toronto,Available
970,Blue Dart Express,Cargo Van,Driver_970,1,4.24,Berlin,Offline
971,UPS Logistics,Ship,Driver_971,9,4.25,Mumbai,Busy
972,DHL Express,Cargo Van,Driver_972,18,3.4,Singapore,Offline
973,Maersk Logistics,Ship,Driver_973,15,3.76,Sydney,Offline
974,DB Schenker,Air Freight,Driver_974,13,3.65,Toronto,Busy
975,XPO Logistics,Truck,Driver_975,2,4.79,London,Offline
976,C.H. Robinson,Ship,Driver_976,5,3.58,Dubai,Offline
977,Nippon Express,Cargo Van,Driver_977,1,3.58,Mumbai,Busy
978,Kuehne + Nagel,Cargo Van,Driver_978,22,3.6,Sydney,Available
979,SF Express,Ship,Driver_979,22,3.59,Singapore,Offline
980,Blue Dart Express,Air Freight,Driver_980,13,3.03,Singapore,Busy
981,UPS Logistics,Ship,Driver_981,2,3.24,Sydney,Busy
982,DHL Express,Cargo Van,Driver_982,15,3.33,London,Busy
983,Maersk Logistics,Truck,Driver_983,7,4.54,Mumbai,Busy
984,DB Schenker,Ship,Driver_984,4,3.94,Mumbai,Available
985,XPO Logistics,Cargo Van,Driver_985,12,4.71,Berlin,Busy
986,C.H. Robinson,Air Freight,Driver_986,6,3.81,Toronto,Busy
987,Nippon Express,Air Freight,Driver_987,17,4.7,Mumbai,Offline
988,Kuehne + Nagel,Air Freight,Driver_988,6,5.0,Dubai,Offline
989,SF Express,Ship,Driver_989,17,3.7,Dubai,Busy
990,Blue Dart Express,Air Freight,Driver_990,22,3.45,Toronto,Offline
991,UPS Logistics,Cargo Van,Driver_991,21,4.0,Singapore,Offline
992,DHL Express,Ship,Driver_992,11,4.57,Mumbai,Available
993,Maersk Logistics,Ship,Driver_993,5,3.22,Singapore,Busy
994,DB Schenker,Cargo Van,Driver_994,11,3.63,Dubai,Available
995,XPO Logistics,Cargo Van,Driver_995,17,3.63,Sydney,Busy
996,C.H. Robinson,Air Freight,Driver_996,4,3.36,Dubai,Offline
997,Nippon Express,Ship,Driver_997,6,4.59,Berlin,Offline
998,Kuehne + Nagel,Truck,Driver_998,21,4.99,Sydney,Offline
999,SF Express,Cargo Van,Driver_999,9,3.37,Dubai,Offline
1000,Blue Dart Express,Air Freight,Driver_1000,8,4.69,New York,Busy
1001,UPS Logistics,Cargo Van,Driver_1001,1,4.02,Mumbai,Busy
1002,DHL Express,Cargo Van,Driver_1002,12,4.32,Sydney,Offline
1003,Maersk Logistics,Truck,Driver_1003,12,3.66,New York,Busy
1004,DB Schenker,Truck,Driver_1004,22,4.19,Dubai,Offline
1005,XPO Logistics,Cargo Van,Driver_1005,20,4.15,Singapore,Offline
1006,C.H. Robinson,Cargo Van,Driver_1006,3,4.52,Berlin,Available
1007,Nippon Express,Ship,Driver_1007,10,3.25,Berlin,Offline
1008,Kuehne + Nagel,Air Freight,Driver_1008,18,4.34,Singapore,Offline
1009,SF Express,Air Freight,Driver_1009,1,4.81,London,Busy
1010,Blue Dart Express,Truck,Driver_1010,1,3.99,Dubai,Offline
1011,UPS Logistics,Air Freight,Driver_1011,14,3.63,Sydney,Busy
1012,DHL Express,Truck,Driver_1012,7,4.08,Dubai,Offline
1013,Maersk Logistics,Truck,Driver_1013,8,3.92,Mumbai,Available
1014,DB Schenker,Cargo Van,Driver_1014,4,3.89,London,Offline
1015,XPO Logistics,Air Freight,Driver_1015,20,4.34,Toronto,Offline
1016,C.H. Robinson,Air Freight,Driver_1016,21,3.86,New York,Busy
1017,Nippon Express,Truck,Driver_1017,22,4.3,Sydney,Available
1018,Kuehne + Nagel,Air Freight,Driver_1018,9,3.46,Dubai,Available
1019,SF Express,Cargo Van,Driver_1019,20,4.47,Sydney,Busy
1020,Blue Dart Express,Truck,Driver_1020,19,3.19,Mumbai,Available
1021,UPS Logistics,Air Freight,Driver_1021,12,4.21,Sydney,Offline
1022,DHL Express,Ship,Driver_1022,7,3.31,London,Offline
1023,Maersk Logistics,Ship,Driver_1023,9,4.66,Sydney,Offline
1024,DB Schenker,Air Freight,Driver_1024,4,4.98,New York,Busy
1025,XPO Logistics,Air Freight,Driver_1025,8,3.44,Sydney,Available
1026,C.H. Robinson,Truck,Driver_1026,14,3.78,London,Busy
1027,Nippon Express,Air Freight,Driver_1027,8,4.61,Dubai,Available
1028,Kuehne + Nagel,Ship,Driver_1028,24,3.88,Mumbai,Available
1029,SF Express,Air Freight,Driver_1029,7,3.07,Toronto,Offline
1030,Blue Dart Express,Truck,Driver_1030,9,3.18,Singapore,Available
1031,UPS Logistics,Cargo Van,Driver_1031,22,4.0,Toronto,Available
1032,DHL Express,Air Freight,Driver_1032,8,3.47,New York,Busy
1033,Maersk Logistics,Cargo Van,Driver_1033,8,4.37,Sydney,Busy
1034,DB Schenker,Cargo Van,Driver_1034,1,4.44,New York,Available
1035,XPO Logistics,Cargo Van,Driver_1035,9,4.46,Sydney,Offline
1036,C.H. Robinson,Ship,Driver_1036,10,3.41,Berlin,Available
1037,Nippon Express,Ship,Driver_1037,16,3.31,Mumbai,Busy
1038,Kuehne + Nagel,Ship,Driver_1038,17,3.29,Toronto,Offline
1039,SF Express,Truck,Driver_1039,7,3.17,Mumbai,Offline
1040,Blue Dart Express,Truck,Driver_1040,18,4.53,Sydney,Offline
1041,UPS Logistics,Cargo Van,Driver_1041,20,3.48,New York,Available
1042,DHL Express,Cargo Van,Driver_1042,3,4.67,Sydney,Offline
1043,Maersk Logistics,Cargo Van,Driver_1043,1,3.26,London,Available
1044,DB Schenker,Cargo Van,Driver_1044,20,3.84,Singapore,Busy
1045,XPO Logistics,Truck,Driver_1045,17,4.6,Singapore,Offline
1046,C.H. Robinson,Truck,Driver_1046,23,3.13,London,Available
1047,Nippon Express,Truck,Driver_1047,20,3.65,Mumbai,Offline
1048,Kuehne + Nagel,Air Freight,Driver_1048,10,3.46,Dubai,Busy
1049,SF Express,Cargo Van,Driver_1049,9,3.86,London,Offline
1050,Blue Dart Express,Ship,Driver_1050,12,4.59,Sydney,Available
1051,UPS Logistics,Truck,Driver_1051,17,4.25,London,Offline
1052,DHL Express,Ship,Driver_1052,8,4.78,Sydney,Busy
1053,Maersk Logistics,Cargo Van,Driver_1053,19,3.72,Toronto,Offline
1054,DB Schenker,Ship,Driver_1054,9,3.58,Mumbai,Available
1055,XPO Logistics,Truck,Driver_1055,14,4.68,Toronto,Available
1056,C.H. Robinson,Air Freight,Driver_1056,22,4.13,Berlin,Available
1057,Nippon Express,Truck,Driver_1057,9,4.33,Toronto,Offline
1058,Kuehne + Nagel,Cargo Van,Driver_1058,24,4.63,Singapore,Offline
1059,SF Express,Truck,Driver_1059,8,3.08,Berlin,Available
1060,Blue Dart Express,Truck,Driver_1060,9,4.91,London,Available
1061,UPS Logistics,Air Freight,Driver_1061,11,4.68,Mumbai,Available
1062,DHL Express,Cargo Van,Driver_1062,6,3.19,Dubai,Available
1063,Maersk Logistics,Truck,Driver_1063,5,3.69,Dubai,Busy
1064,DB Schenker,Truck,Driver_1064,13,4.98,London,Busy
1065,XPO Logistics,Ship,Driver_1065,16,4.03,New York,Offline
1066,C.H. Robinson,Air Freight,Driver_1066,4,3.26,Mumbai,Available
1067,Nippon Express,Air Freight,Driver_1067,4,3.08,Sydney,Busy
1068,Kuehne + Nagel,Cargo Van,Driver_1068,17,4.36,New York,Available
1069,SF Express,Air Freight,Driver_1069,14,4.87,Sydney,Busy
1070,Blue Dart Express,Truck,Driver_1070,14,4.46,Sydney,Offline
1071,UPS Logistics,Ship,Driver_1071,5,3.53,Singapore,Busy
1072,DHL Express,Ship,Driver_1072,12,3.12,Mumbai,Busy
1073,Maersk Logistics,Air Freight,Driver_1073,4,4.41,Sydney,Offline
1074,DB Schenker,Ship,Driver_1074,21,3.96,New York,Busy
1075,XPO Logistics,Air Freight,Driver_1075,18,4.85,London,Available
1076,C.H. Robinson,Cargo Van,Driver_1076,3,4.45,Dubai,Offline
1077,Nippon Express,Ship,Driver_1077,6,4.73,Sydney,Offline
1078,Kuehne + Nagel,Truck,Driver_1078,8,4.89,New York,Busy
1079,SF Express,Air Freight,Driver_1079,9,3.25,Sydney,Busy
1080,Blue Dart Express,Ship,Driver_1080,23,4.89,Dubai,Busy
1081,UPS Logistics,Cargo Van,Driver_1081,6,3.01,Mumbai,Available
1082,DHL Express,Air Freight,Driver_1082,22,3.52,Singapore,Available
1083,Maersk Logistics,Ship,Driver_1083,20,3.08,Berlin,Offline
1084,DB Schenker,Cargo Van,Driver_1084,4,4.73,Mumbai,Offline
1085,XPO Logistics,Air Freight,Driver_1085,10,4.06,Dubai,Offline
1086,C.H. Robinson,Truck,Driver_1086,18,3.1,Sydney,Offline
1087,Nippon Express,Cargo Van,Driver_1087,6,4.04,Mumbai,Offline
1088,Kuehne + Nagel,Cargo Van,Driver_1088,11,4.4,Sydney,Available
1089,SF Express,Ship,Driver_1089,13,3.88,Sydney,Offline
1090,Blue Dart Express,Cargo Van,Driver_1090,7,4.68,Berlin,Offline
1091,UPS Logistics,Air Freight,Driver_1091,23,4.01,New York,Available
1092,DHL Express,Ship,Driver_1092,19,3.2,Toronto,Offline
1093,Maersk Logistics,Cargo Van,Driver_1093,13,4.23,Mumbai,Available
1094,DB Schenker,Air Freight,Driver_1094,14,3.48,Dubai,Offline
1095,XPO Logistics,Truck,Driver_1095,16,4.34,Toronto,Offline
1096,C.H. Robinson,Ship,Driver_1096,19,3.34,London,Offline
1097,Nippon Express,Air Freight,Driver_1097,22,4.56,Sydney,Offline
1098,Kuehne + Nagel,Ship,Driver_1098,12,4.26,Singapore,Offline
1099,SF Express,Cargo Van,Driver_1099,18,4.97,Toronto,Available
1100,Blue Dart Express,Cargo Van,Driver_1100,2,3.74,New York,Offline
1101,UPS Logistics,Air Freight,Driver_1101,23,4.48,London,Offline
1102,DHL Express,Ship,Driver_1102,23,4.42,Singapore,Offline
1103,Maersk Logistics,Ship,Driver_1103,13,3.16,Dubai,Offline
1104,DB Schenker,Cargo Van,Driver_1104,21,3.49,Dubai,Busy
1105,XPO Logistics,Cargo Van,Driver_1105,12,4.1,Mumbai,Offline
1106,C.H. Robinson,Air Freight,Driver_1106,5,4.59,Singapore,Available
1107,Nippon Express,Cargo Van,Driver_1107,7,3.19,New York,Offline
1108,Kuehne + Nagel,Cargo Van,Driver_1108,1,3.96,Berlin,Busy
1109,SF Express,Ship,Driver_1109,21,4.73,New York,Busy
1110,Blue Dart Express,Cargo Van,Driver_1110,16,4.27,Mumbai,Available
1111,UPS Logistics,Ship,Driver_1111,15,4.26,Berlin,Busy
1112,DHL Express,Ship,Driver_1112,7,4.55,Berlin,Offline
1113,Maersk Logistics,Cargo Van,Driver_1113,4,3.56,Sydney,Offline
1114,DB Schenker,Air Freight,Driver_1114,15,4.19,Dubai,Available
1115,XPO Logistics,Cargo Van,Driver_1115,3,3.32,Dubai,Available
1116,C.H. Robinson,Air Freight,Driver_1116,22,4.86,Dubai,Busy
1117,Nippon Express,Air Freight,Driver_1117,23,3.25,Berlin,Busy
1118,Kuehne + Nagel,Cargo Van,Driver_1118,7,4.26,New York,Available
1119,SF Express,Cargo Van,Driver_1119,12,3.64,Berlin,Offline
1120,Blue Dart Express,Truck,Driver_1120,22,3.8,Toronto,Available
1121,UPS Logistics,Cargo Van,Driver_1121,9,3.21,Mumbai,Offline
1122,DHL Express,Truck,Driver_1122,20,3.29,New York,Busy
1123,Maersk Logistics,Truck,Driver_1123,2,3.19,Mumbai,Busy
1124,DB Schenker,Cargo Van,Driver_1124,7,3.62,Mumbai,Available
1125,XPO Logistics,Air Freight,Driver_1125,4,3.73,Sydney,Busy
1126,C.H. Robinson,Air Freight,Driver_1126,4,4.11,Dubai,Busy
1127,Nippon Express,Ship,Driver_1127,7,4.89,London,Offline
1128,Kuehne + Nagel,Truck,Driver_1128,13,4.42,Sydney,Available
1129,SF Express,Truck,Driver_1129,1,4.25,Mumbai,Available
1130,Blue Dart Express,Cargo Van,Driver_1130,1,4.95,Sydney,Busy
1131,UPS Logistics,Ship,Driver_1131,13,4.87,Berlin,Busy
1132,DHL Express,Cargo Van,Driver_1132,13,4.8,Mumbai,Offline
1133,Maersk Logistics,Ship,Driver_1133,2,4.36,Singapore,Available
1134,DB Schenker,Cargo Van,Driver_1134,3,3.65,Mumbai,Available
1135,XPO Logistics,Ship,Driver_1135,16,4.82,Mumbai,Offline
1136,C.H. Robinson,Cargo Van,Driver_1136,15,4.41,Singapore,Offline
1137,Nippon Express,Cargo Van,Driver_1137,9,3.73,Singapore,Busy
1138,Kuehne + Nagel,Ship,Driver_1138,9,3.25,Mumbai,Offline
1139,SF Express,Ship,Driver_1139,13,4.02,Mumbai,Offline
1140,Blue Dart Express,Cargo Van,Driver_1140,5,4.51,Sydney,Busy
1141,UPS Logistics,Air Freight,Driver_1141,4,4.85,Dubai,Busy
1142,DHL Express,Air Freight,Driver_1142,2,4.11,Berlin,Busy
1143,Maersk Logistics,Cargo Van,Driver_1143,2,3.36,London,Available
1144,DB Schenker,Ship,Driver_1144,19,3.38,Dubai,Available
1145,XPO Logistics,Air Freight,Driver_1145,14,4.15,New York,Offline
1146,C.H. Robinson,Cargo Van,Driver_1146,12,4.69,Singapore,Available
1147,Nippon Express,Ship,Driver_1147,13,4.06,Toronto,Available
1148,Kuehne + Nagel,Truck,Driver_1148,1,4.23,Berlin,Offline
1149,SF Express,Cargo Van,Driver_1149,6,3.85,Sydney,Offline
1150,Blue Dart Express,Air Freight,Driver_1150,12,3.85,London,Available
1151,UPS Logistics,Truck,Driver_1151,11,3.69,New York,Busy
1152,DHL Express,Truck,Driver_1152,20,4.68,New York,Available
1153,Maersk Logistics,Truck,Driver_1153,18,3.11,New York,Available
1154,DB Schenker,Ship,Driver_1154,1,4.64,London,Available
1155,XPO Logistics,Truck,Driver_1155,4,3.19,Singapore,Busy
1156,C.H. Robinson,Cargo Van,Driver_1156,10,3.25,New York,Offline
1157,Nippon Express,Air Freight,Driver_1157,14,3.45,London,Offline
1158,Kuehne + Nagel,Air Freight,Driver_1158,20,4.71,New York,Available
1159,SF Express,Cargo Van,Driver_1159,17,4.88,Berlin,Busy
1160,Blue Dart Express,Truck,Driver_1160,19,3.62,Dubai,Busy
1161,UPS Logistics,Truck,Driver_1161,13,3.56,New York,Busy
1162,DHL Express,Air Freight,Driver_1162,15,4.49,Berlin,Busy
1163,Maersk Logistics,Air Freight,Driver_1163,21,4.23,Dubai,Available
1164,DB Schenker,Cargo Van,Driver_1164,22,4.38,Berlin,Available
1165,XPO Logistics,Truck,Driver_1165,3,3.95,Dubai,Busy
1166,C.H. Robinson,Truck,Driver_1166,11,4.5,Dubai,Available
1167,Nippon Express,Cargo Van,Driver_1167,10,3.75,Toronto,Busy
1168,Kuehne + Nagel,Truck,Driver_1168,17,3.68,Sydney,Offline
1169,SF Express,Ship,Driver_1169,10,4.21,Mumbai,Available
1170,Blue Dart Express,Air Freight,Driver_1170,15,4.86,London,Available
1171,UPS Logistics,Ship,Driver_1171,8,4.86,Sydney,Offline
