route_id,origin_city,destination_city,distance_km,estimated_time_hr,transport_mode,fuel_cost_usd,risk_score
2596,Toronto,Dubai,723,78.51,Cargo Van,6399.71,2.81
2597,Dubai,Toronto,3904,51.93,Cargo Van,1455.34,8.94
2598,Dubai,Berlin,366,64.37,Air Freight,1721.19,5.04
2599,Toronto,Berlin,2701,27.69,Cargo Van,6139.38,8.61
2600,Mumbai,New York,4253,9.01,Truck,3986.31,1.7
2601,Dubai,Sydney,1696,93.7,Cargo Van,1358.76,8.1
2602,Toronto,London,11787,25.66,Cargo Van,6820.71,1.5
2603,Dubai,London,4420,31.61,Ship,7278.19,9.34
2604,London,Sydney,173,55.35,Ship,4559.99,4.17
2605,Singapore,Toronto,1223,54.34,Ship,2785.63,9.66
2606,Berlin,Berlin,8590,16.98,Truck,2412.77,1.07
2607,Berlin,New York,5786,87.8,Cargo Van,2481.9,2.15
2608,Toronto,Berlin,280,83.42,Ship,7430.92,3.36
2609,Mumbai,Berlin,4436,89.42,Air Freight,4552.78,3.14
2610,New York,New York,5717,50.66,Truck,5867.5,7.84
2611,Mumbai,Singapore,10788,14.0,Ship,5931.96,2.36
2612,London,Sydney,4467,7.25,Ship,1665.83,2.8
2613,Mumbai,London,10853,14.93,Air Freight,3700.95,5.89
2614,Dubai,Dubai,5231,37.79,Ship,5130.83,7.78
2615,Toronto,New York,1241,18.83,Ship,6161.56,1.57
2616,Toronto,London,881,49.64,Ship,376.16,3.0
2617,Mumbai,London,3503,70.42,Air Freight,5291.87,9.52
2618,New York,New York,7938,8.56,Truck,5852.95,6.65
2619,Mumbai,Dubai,5446,31.89,Air Freight,5081.5,7.34
2620,Singapore,London,5964,5.44,Cargo Van,5288.72,8.21
2621,New York,Dubai,5634,31.74,Air Freight,2395.22,1.7
2622,New York,Berlin,10168,91.88,Air Freight,6176.53,1.4
2623,London,Toronto,11819,23.26,Air Freight,3254.06,6.08
2624,New York,Mumbai,8113,30.02,Cargo Van,5592.25,1.26
2625,Toronto,Mumbai,3826,75.54,Truck,593.19,6.66
2626,Toronto,New York,9337,75.04,Cargo Van,1785.5,6.42
2627,Dubai,Dubai,7989,91.85,Cargo Van,1815.26,3.78
2628,London,Sydney,4818,60.53,Cargo Van,6364.7,9.78
2629,New York,Mumbai,11728,5.79,Cargo Van,1099.14,9.28
2630,Toronto,Toronto,4624,79.73,Truck,7759.14,4.46
2631,New York,Dubai,5150,9.74,Air Freight,6777.49,4.87
2632,Mumbai,Toronto,996,9.58,Air Freight,457.84,3.99
2633,Mumbai,New York,9348,84.66,Cargo Van,5055.51,5.6
2634,Toronto,Berlin,4451,7.39,Truck,5396.6,2.05
2635,Sydney,London,10093,37.27,Ship,522.13,7.52
2636,Dubai,Sydney,8889,91.36,Air Freight,7882.05,2.92
2637,Berlin,Singapore,2360,25.84,Truck,6539.61,2.56
2638,New York,Mumbai,8273,48.77,Truck,5670.93,2.77
2639,Dubai,Dubai,1638,88.99,Cargo Van,5904.72,6.4
2640,Berlin,Dubai,8261,14.98,Cargo Van,3595.76,7.57
2641,Dubai,Sydney,1747,63.92,Cargo Van,7625.6,8.01
2642,Toronto,Berlin,4063,27.64,Air Freight,1374.2,9.79
2643,London,London,983,55.73,Cargo Van,2824.43,7.88
2644,New York,New York,4958,10.22,Ship,2805.32,5.67
2645,Toronto,Singapore,4430,88.72,Air Freight,3309.41,8.63
2646,New York,Dubai,3774,94.19,Cargo Van,6364.33,7.64
2647,Toronto,Mumbai,1760,25.74,Cargo Van,6458.29,3.82
2648,Sydney,Sydney,6618,85.98,Air Freight,6558.9,8.71
2649,New York,Singapore,6212,66.09,Cargo Van,7989.67,1.04
2650,New York,New York,6625,93.65,Ship,4113.86,5.89
2651,London,Berlin,8531,90.0,Truck,1587.28,9.62
2652,Singapore,London,9625,54.56,Truck,5461.44,5.49
2653,Mumbai,London,7384,8.91,Cargo Van,6498.03,4.01
2654,Sydney,Mumbai,10693,28.06,Cargo Van,6794.04,5.95
2655,Sydney,Berlin,7217,7.88,Air Freight,1534.55,6.46
2656,Berlin,Berlin,418,31.28,Air Freight,615.14,7.94
2657,Dubai,London,2671,9.1,Ship,7144.29,5.32
2658,Mumbai,Singapore,5255,51.04,Truck,7929.04,7.41
2659,Mumbai,Dubai,2401,69.96,Air Freight,443.96,8.6
2660,Berlin,Berlin,10551,30.94,Air Freight,6218.25,4.64
2661,Berlin,London,141,44.07,Ship,5448.59,9.17
2662,Dubai,Mumbai,435,93.14,Air Freight,3188.58,4.45
2663,Dubai,Toronto,10676,3.25,Truck,2496.21,7.57
2664,Singapore,New York,2270,46.71,Cargo Van,2552.62,6.17
2665,Toronto,Dubai,4566,33.51,Cargo Van,2672.41,8.45
2666,Dubai,Dubai,10459,81.74,Air Freight,213.89,4.0
2667,Berlin,Dubai,3864,22.87,Air Freight,2806.25,2.78
2668,Singapore,Sydney,7954,54.9,Cargo Van,1076.36,3.86
2669,Toronto,Mumbai,5721,60.37,Air Freight,655.18,8.11
2670,Dubai,London,1437,9.16,Cargo Van,4913.66,9.46
2671,Mumbai,Toronto,2089,83.65,Cargo Van,4382.89,1.28
2672,Sydney,Berlin,9738,74.15,Truck,6843.71,6.39
2673,Sydney,Mumbai,1645,28.17,Ship,906.1,5.88
2674,Sydney,Mumbai,2603,8.8,Truck,1783.17,1.43
2675,Toronto,London,1722,28.19,Ship,7563.58,7.23
2676,London,Dubai,9458,73.76,Ship,7638.05,6.34
2677,Mumbai,Dubai,522,84.81,Air Freight,4162.68,3.58
2678,Toronto,New York,606,73.72,Truck,3506.58,9.29
2679,Dubai,New York,3673,85.19,Truck,739.59,4.04
2680,Dubai,Singapore,1199,14.74,Cargo Van,3827.24,7.0
2681,Sydney,Sydney,2803,22.88,Air Freight,7853.95,9.47
2682,London,Berlin,7929,18.5,Air Freight,1280.53,1.47
2683,Berlin,Mumbai,6549,60.05,Cargo Van,2979.92,3.34
2684,Toronto,Singapore,6781,30.94,Cargo Van,1327.63,4.65
2685,New York,Dubai,6959,47.02,Cargo Van,3218.49,9.22
2686,New York,Sydney,10509,70.96,Truck,5200.75,3.16
2687,Sydney,New York,8673,72.27,Ship,402.5,2.39
2688,Mumbai,Mumbai,10108,77.36,Truck,2862.35,5.92
2689,Singapore,New York,10048,20.2,Cargo Van,4755.89,3.57
2690,Mumbai,Sydney,1081,55.32,Air Freight,7433.71,4.74
2691,London,Sydney,8059,39.82,Truck,6608.54,6.75
2692,New York,Singapore,11728,17.1,Air Freight,4566.03,6.22
2693,Dubai,Sydney,8808,92.48,Air Freight,4302.57,2.36
2694,Toronto,Mumbai,6541,16.41,Cargo Van,6245.4,7.75
2695,Berlin,Toronto,1101,32.09,Truck,7595.9,4.83
2696,Toronto,Mumbai,7056,21.07,Ship,491.2,4.17
2697,Toronto,New York,838,16.49,Truck,1402.65,5.0
2698,Mumbai,Mumbai,11043,88.41,Ship,7617.07,1.63
2699,Toronto,Dubai,9457,83.47,Air Freight,1608.54,5.72
2700,Toronto,Sydney,4905,78.23,Cargo Van,7732.27,8.65
2701,Singapore,Mumbai,2023,60.56,Ship,1119.88,1.25
2702,Dubai,Mumbai,6796,84.58,Cargo Van,4324.95,9.01
2703,Toronto,Singapore,8889,88.29,Truck,452.62,6.26
2704,New York,Mumbai,5337,90.37,Cargo Van,7661.05,1.8
2705,Berlin,Berlin,2844,57.33,Ship,7771.88,5.08
2706,Sydney,Singapore,4305,56.71,Truck,3083.03,1.41
2707,Sydney,Singapore,5326,53.1,Truck,5103.09,1.59
2708,Dubai,Berlin,10107,92.0,Truck,3549.99,5.28
2709,Toronto,Mumbai,925,6.1,Ship,789.33,1.81
2710,Singapore,Mumbai,6242,8.77,Ship,5842.81,9.23
2711,Dubai,New York,5125,46.72,Truck,5458.03,8.69
2712,Berlin,London,3766,22.88,Air Freight,1958.54,2.32
2713,London,Berlin,7846,91.65,Air Freight,7962.17,1.76
2714,London,Sydney,6924,23.7,Cargo Van,5643.96,9.64
2715,New York,Singapore,2954,65.94,Ship,3641.26,9.93
2716,Berlin,Sydney,9642,12.25,Cargo Van,3397.2,7.3
2717,Toronto,Sydney,10988,65.02,Air Freight,6294.89,8.5
2718,Mumbai,Mumbai,3328,69.82,Air Freight,6840.84,4.79
2719,Berlin,London,541,44.62,Cargo Van,2613.94,1.64
2720,Mumbai,Singapore,6873,7.89,Cargo Van,7206.35,8.77
2721,Singapore,Sydney,212,42.18,Air Freight,4282.03,3.26
2722,New York,Singapore,5533,9.18,Truck,2036.69,6.84
2723,Berlin,Dubai,10013,14.17,Cargo Van,2153.55,4.85
2724,Toronto,Sydney,7987,49.17,Truck,6330.86,9.52
2725,Toronto,London,3504,41.64,Cargo Van,6129.6,2.31
2726,Singapore,London,5375,67.72,Air Freight,2082.92,8.44
2727,New York,Dubai,1702,52.05,Air Freight,4496.32,3.97
2728,Berlin,Singapore,6997,14.79,Truck,4241.86,9.53
2729,Singapore,Sydney,10987,23.74,Cargo Van,7038.86,7.57
2730,Dubai,London,6183,4.32,Truck,3506.7,9.24
2731,Berlin,Singapore,3884,14.41,Cargo Van,5636.68,5.67
2732,Singapore,Toronto,9533,64.23,Cargo Van,499.01,8.06
2733,Mumbai,Dubai,4193,60.74,Ship,867.94,3.58
2734,Toronto,Sydney,3255,3.26,Ship,4487.85,2.13
2735,Berlin,London,6857,34.25,Cargo Van,5974.72,1.98
2736,Berlin,Dubai,11237,3.06,Ship,2773.48,8.33
2737,Sydney,Mumbai,3574,74.83,Cargo Van,486.12,6.99
2738,Dubai,Mumbai,1840,28.58,Ship,3801.17,2.49
2739,Singapore,Singapore,6947,65.89,Truck,1429.01,8.27
2740,London,New York,2050,14.8,Truck,7315.65,4.25
2741,Mumbai,Mumbai,7353,88.13,Cargo Van,1738.51,8.7
2742,Toronto,New York,8330,24.35,Truck,6845.98,7.74
2743,Sydney,Mumbai,907,39.84,Ship,3522.08,9.18
2744,New York,Berlin,5262,83.88,Cargo Van,4160.06,4.41
2745,Dubai,Toronto,6523,21.84,Truck,6513.16,5.22
2746,London,Singapore,4502,63.47,Truck,7935.92,9.27
2747,Dubai,Berlin,10832,18.93,Truck,7480.67,7.71
2748,Dubai,London,7443,85.63,Cargo Van,884.59,2.1
2749,London,Dubai,11320,26.03,Ship,5816.34,3.03
2750,Singapore,London,4219,44.13,Air Freight,4100.62,5.73
2751,New York,New York,2647,51.04,Ship,2892.09,6.23
2752,New York,Berlin,7505,40.05,Ship,6932.25,4.19
2753,Singapore,Dubai,3862,80.88,Ship,2607.5,5.31
2754,Berlin,Mumbai,4308,81.41,Truck,907.63,9.48
2755,Berlin,Sydney,10961,12.96,Cargo Van,3681.45,4.21
2756,Dubai,Toronto,11545,22.72,Cargo Van,3402.82,3.56
2757,Toronto,Singapore,137,31.35,Ship,6792.71,5.53
2758,Mumbai,Mumbai,8851,83.21,Truck,2845.16,6.94
2759,London,Berlin,1833,5.34,Ship,7277.39,8.72
2760,Berlin,Berlin,11660,86.38,Air Freight,6713.33,2.33
2761,Mumbai,Sydney,10394,30.12,Ship,4955.61,4.32
2762,London,Sydney,11728,38.41,Ship,5281.2,6.91
2763,Dubai,Singapore,9553,8.09,Truck,3931.67,7.71
2764,Dubai,Mumbai,9740,28.32,Cargo Van,2589.64,1.22
2765,Dubai,Sydney,2509,16.86,Ship,2329.43,9.66
2766,Berlin,London,8101,93.93,Ship,2051.5,7.54
2767,Berlin,New York,7256,11.06,Air Freight,5025.19,3.35
2768,Singapore,New York,9302,41.37,Cargo Van,7485.76,9.22
2769,London,Singapore,4256,84.6,Air Freight,853.36,3.47
2770,Sydney,Mumbai,5843,76.41,Cargo Van,6787.3,5.61
2771,Singapore,New York,7581,28.19,Air Freight,6532.58,3.52
2772,Dubai,New York,5117,5.64,Air Freight,5338.65,2.0
2773,Singapore,Dubai,7145,12.77,Cargo Van,2324.37,8.18
2774,New York,Dubai,3149,86.14,Truck,7765.32,8.95
2775,Sydney,Berlin,5670,65.22,Ship,1598.93,8.16
2776,Mumbai,London,6164,59.92,Air Freight,4852.42,4.81
2777,London,Dubai,7022,24.27,Air Freight,1578.58,7.42
2778,New York,London,9169,94.06,Air Freight,5297.23,3.7
2779,Mumbai,Singapore,5470,36.26,Truck,682.75,9.56
2780,Singapore,Sydney,2526,18.44,Truck,1292.23,6.8
2781,Mumbai,Toronto,6062,4.05,Truck,4537.51,7.94
2782,Sydney,Sydney,6431,46.51,Truck,7944.06,5.74
2783,New York,Toronto,510,68.53,Truck,4957.73,6.98
2784,Mumbai,Singapore,5109,89.37,Cargo Van,2909.85,2.7
2785,Mumbai,Berlin,10151,84.28,Ship,6328.23,8.31
2786,Singapore,Dubai,2727,7.08,Ship,5612.42,4.35
2787,New York,New York,5351,64.68,Cargo Van,766.45,8.44
2788,Sydney,Sydney,5881,14.44,Cargo Van,4868.11,3.36
2789,London,Sydney,3114,69.43,Cargo Van,4743.16,8.88
2790,London,London,1361,90.87,Ship,3022.18,4.81
2791,New York,Dubai,1437,86.42,Truck,6445.98,2.36
2792,Toronto,Sydney,7694,37.04,Ship,4284.03,2.25
2793,Toronto,New York,1096,76.65,Air Freight,2295.19,5.37
2794,Sydney,Dubai,8767,62.3,Ship,2723.89,3.17
2795,Sydney,Mumbai,2104,39.61,Cargo Van,460.81,5.88
2796,Berlin,Toronto,4290,50.85,Air Freight,5369.74,9.26
2797,London,Mumbai,3718,61.19,Cargo Van,4133.02,2.62
2798,Singapore,Berlin,6826,46.89,Truck,7196.23,2.42
2799,New York,Sydney,2358,6.38,Truck,2600.78,4.26
2800,Berlin,Singapore,1083,55.6,Cargo Van,3707.21,2.43
2801,Berlin,New York,10965,54.82,Ship,7846.29,9.12
2802,Sydney,Dubai,1283,67.57,Truck,2101.46,2.48
2803,London,Mumbai,7061,29.19,Air Freight,3751.51,4.74
2804,Singapore,Toronto,7281,37.37,Ship,6808.23,3.54
2805,Berlin,Sydney,3180,31.41,Truck,5626.26,6.19
2806,London,London,4282,10.84,Cargo Van,1879.07,8.39
2807,Dubai,Toronto,4402,70.14,Truck,7794.26,4.92
2808,Berlin,Sydney,1753,17.55,Ship,7273.85,8.83
2809,New York,New York,1332,57.15,Air Freight,1996.64,5.56
2810,Dubai,London,1108,31.88,Air Freight,7459.19,4.06
2811,Mumbai,Sydney,7680,16.8,Air Freight,3794.34,7.49
2812,Sydney,Berlin,11496,28.71,Ship,4263.85,4.41
2813,New York,New York,10875,33.99,Air Freight,6025.47,7.01
2814,Singapore,Mumbai,2056,2.65,Ship,1761.07,7.52
2815,Singapore,London,10060,50.4,Truck,1866.88,8.13
2816,Singapore,New York,5327,8.22,Air Freight,4122.81,5.52
2817,Toronto,Singapore,604,35.34,Cargo Van,3467.95,8.3
2818,Toronto,London,4318,83.63,Air Freight,7567.04,8.0
2819,New York,Dubai,3637,58.65,Air Freight,4054.01,2.53
2820,Toronto,Dubai,2111,17.23,Truck,5902.4,3.49
2821,Toronto,Dubai,6776,39.59,Cargo Van,2214.63,1.86
2822,Dubai,Dubai,6668,90.31,Cargo Van,6805.39,4.52
2823,Toronto,Toronto,10939,8.47,Truck,3072.24,8.8
2824,Singapore,London,1528,80.38,Cargo Van,5765.46,2.9
2825,Berlin,Singapore,11581,42.12,Cargo Van,6005.48,1.13
2826,Sydney,Berlin,5125,47.74,Cargo Van,6709.24,5.4
2827,New York,New York,7548,75.48,Ship,4642.09,1.73
2828,Mumbai,Sydney,9614,27.37,Air Freight,4285.08,5.57
2829,London,Mumbai,240,18.45,Air Freight,4093.38,9.48
2830,Toronto,Dubai,8425,8.65,Ship,4153.08,6.59
2831,London,London,7581,17.72,Ship,2982.33,4.7
2832,London,Mumbai,8353,42.37,Air Freight,1972.2,5.7
2833,Dubai,Sydney,8940,91.44,Air Freight,4653.36,5.68
2834,Berlin,Mumbai,9198,74.2,Ship,5223.57,4.49
2835,Dubai,Singapore,7474,46.78,Ship,6983.15,2.65
2836,Sydney,Sydney,6040,30.51,Air Freight,5204.13,6.45
2837,Toronto,Singapore,3886,33.56,Cargo Van,490.97,9.74
2838,London,Dubai,11221,33.0,Truck,3731.84,8.25
2839,London,Dubai,5129,30.18,Air Freight,7508.17,1.71
2840,London,Toronto,6713,95.96,Cargo Van,7324.07,1.21
2841,Mumbai,London,5279,41.3,Cargo Van,3753.25,6.0
2842,Berlin,Mumbai,376,39.75,Truck,3143.34,2.81
2843,London,Singapore,9536,13.34,Ship,2471.08,9.16
2844,Dubai,New York,8329,78.2,Cargo Van,4622.72,1.03
2845,Dubai,Toronto,10122,58.25,Air Freight,6736.09,6.38
2846,Dubai,London,2449,92.89,Ship,4326.9,4.64
2847,London,Berlin,6294,85.84,Air Freight,1150.54,4.06
2848,Singapore,Singapore,4537,40.67,Cargo Van,3328.95,5.03
2849,Mumbai,Singapore,6655,12.2,Truck,5006.34,8.78
2850,Toronto,Sydney,2733,45.07,Truck,5978.89,3.29
2851,Singapore,Mumbai,2628,3.48,Ship,4878.28,2.15
2852,London,Dubai,3190,4.68,Air Freight,1059.81,6.92
2853,Toronto,Sydney,7095,72.33,Truck,4053.85,3.82
2854,Berlin,Sydney,11194,56.0,Cargo Van,2745.84,1.31
2855,Sydney,Dubai,6734,54.2,Ship,3474.89,4.18
2856,Sydney,Singapore,5643,89.72,Ship,225.05,9.11
2857,Berlin,Dubai,5789,42.09,Cargo Van,3480.88,7.15
2858,Mumbai,New York,8525,93.85,Air Freight,6655.93,9.76
2859,Berlin,Dubai,9330,81.76,Cargo Van,7049.49,7.53
2860,Mumbai,Toronto,1173,9.34,Air Freight,2752.53,2.12
2861,New York,Mumbai,1648,52.54,Cargo Van,6344.76,7.66
2862,Berlin,Toronto,7997,54.8,Truck,1608.01,1.34
2863,Berlin,Toronto,345,27.16,Air Freight,2953.91,5.29
2864,Mumbai,Mumbai,6957,72.19,Truck,6096.63,3.92
2865,London,Berlin,5288,35.57,Truck,1345.06,3.3
2866,Mumbai,Toronto,134,94.63,Truck,2181.48,3.36
2867,Dubai,Berlin,1087,58.97,Air Freight,7531.05,4.32
2868,Sydney,Sydney,5848,42.13,Ship,829.53,4.65
2869,Mumbai,Dubai,1565,50.98,Air Freight,5659.78,6.26
2870,Singapore,Berlin,7283,39.66,Air Freight,7022.3,4.84
2871,Toronto,Toronto,10732,15.52,Cargo Van,1429.05,2.77
2872,Singapore,Sydney,198,49.55,Cargo Van,3943.36,1.91
2873,Berlin,London,6474,41.77,Cargo Van,4953.96,3.43
2874,Berlin,London,3062,15.97,Truck,5961.58,9.72
2875,Sydney,Dubai,1264,26.06,Ship,2106.82,5.94
2876,Mumbai,Sydney,2604,61.84,Ship,1523.99,5.21
2877,Singapore,Mumbai,9962,95.46,Air Freight,3749.43,2.03
2878,London,Mumbai,7733,77.94,Ship,1931.65,8.83
2879,London,Berlin,7142,76.92,Ship,7868.39,4.6
2880,New York,Singapore,750,79.9,Truck,6776.4,9.22
2881,Mumbai,Mumbai,10254,6.57,Ship,3035.8,4.04
2882,Dubai,Mumbai,2911,28.87,Air Freight,4625.67,7.64
2883,London,Mumbai,8218,82.56,Air Freight,7469.96,5.1
2884,Toronto,Sydney,239,11.36,Ship,2562.15,8.43
2885,Mumbai,New York,10682,46.69,Air Freight,3638.82,5.33
2886,Sydney,Dubai,1948,50.15,Air Freight,6826.06,5.91
2887,Dubai,Sydney,5957,18.22,Truck,1712.91,6.13
2888,Dubai,Sydney,11091,67.49,Ship,7277.87,8.12
2889,Toronto,Singapore,6444,37.31,Cargo Van,3049.27,8.66
2890,Toronto,New York,7153,12.49,Air Freight,2706.22,9.6
2891,Dubai,Toronto,9079,63.11,Air Freight,5316.93,3.44
2892,Singapore,Singapore,2864,64.24,Ship,4978.62,2.87
2893,Dubai,London,1351,43.96,Ship,6396.92,1.15
2894,Toronto,London,6264,20.89,Truck,3148.84,3.71
2895,London,London,502,94.33,Ship,5873.01,7.52
2896,Singapore,Singapore,1585,9.55,Air Freight,7208.06,6.59
2897,Mumbai,Dubai,11659,22.84,Truck,2094.27,8.04
2898,London,Mumbai,474,75.0,Truck,5546.4,2.09
2899,Berlin,Toronto,10868,2.17,Cargo Van,7464.06,1.42
2900,Singapore,New York,5374,20.7,Air Freight,3017.4,8.02
2901,Singapore,Dubai,6982,78.99,Ship,3212.75,5.69
2902,New York,Toronto,9696,85.32,Air Freight,453.67,3.26
2903,Sydney,Sydney,8172,7.9,Truck,4341.83,7.79
2904,Sydney,Dubai,2569,14.92,Truck,4824.73,9.35
2905,Toronto,Sydney,4039,63.38,Ship,3886.81,9.39
2906,Singapore,Sydney,9522,4.34,Ship,2930.72,9.68
2907,Dubai,Toronto,9688,89.07,Cargo Van,5117.69,8.63
2908,London,Singapore,502,32.85,Air Freight,3035.73,6.15
2909,Berlin,Singapore,11631,56.78,Air Freight,3736.25,4.94
2910,Singapore,Toronto,640,61.04,Truck,4247.53,8.07
2911,Berlin,Sydney,1898,67.65,Ship,2817.86,5.42
2912,Dubai,Toronto,11142,74.13,Ship,681.6,1.42
2913,Toronto,Singapore,11160,42.56,Cargo Van,7180.27,9.0
2914,Mumbai,Singapore,9200,5.62,Ship,2404.89,9.1
2915,Mumbai,Toronto,9683,62.62,Truck,5286.65,4.32
2916,Dubai,Sydney,5002,65.73,Cargo Van,960.42,6.1
2917,Toronto,Toronto,11060,26.83,Ship,5913.2,1.27
2918,Berlin,Berlin,6786,40.16,Truck,1562.37,6.07
2919,New York,Berlin,1235,82.55,Air Freight,1591.21,3.57
2920,London,Sydney,2771,12.48,Truck,4975.18,3.41
2921,Toronto,Mumbai,11133,56.44,Ship,399.67,5.42
2922,Sydney,Toronto,5359,51.46,Ship,2066.12,4.03
2923,Sydney,Dubai,11808,58.2,Air Freight,5194.86,8.87
2924,Dubai,Berlin,11912,32.15,Air Freight,4012.13,7.98
2925,Toronto,New York,7152,9.71,Ship,3177.14,3.17
2926,New York,Mumbai,6369,85.52,Air Freight,5863.65,8.22
2927,New York,London,9858,13.56,Air Freight,5606.04,7.11
2928,Dubai,Toronto,1108,87.69,Ship,2716.98,1.45
2929,New York,Dubai,7309,75.82,Cargo Van,991.71,2.27
2930,Singapore,Dubai,5999,89.8,Truck,3064.77,8.31
2931,Toronto,Mumbai,709,43.54,Ship,5475.3,4.02
2932,New York,Singapore,9903,65.88,Ship,503.18,3.49
2933,New York,Dubai,4291,15.4,Ship,5073.16,6.89
2934,London,Sydney,1526,11.23,Air Freight,1166.11,7.03
2935,New York,Singapore,881,36.46,Cargo Van,7586.66,4.92
2936,Berlin,Dubai,8259,94.54,Truck,2480.98,8.66
2937,Singapore,Dubai,6038,38.94,Air Freight,4037.57,4.98
2938,Mumbai,Toronto,6661,3.91,Air Freight,3796.1,6.49
2939,Berlin,Toronto,2033,39.08,Truck,5294.93,2.32
2940,Toronto,Toronto,3001,21.19,Truck,3075.17,7.12
2941,Singapore,New York,343,11.86,Cargo Van,5647.48,8.71
2942,New York,Mumbai,8888,10.81,Ship,3780.86,5.19
2943,Berlin,Toronto,6537,20.03,Cargo Van,222.55,7.47
2944,Dubai,Singapore,11957,46.67,Air Freight,7704.95,8.64
2945,Berlin,London,9620,36.17,Cargo Van,6601.99,1.87
2946,Singapore,Mumbai,9847,22.82,Truck,1728.47,3.47
2947,London,Singapore,10207,16.06,Ship,6590.47,6.12
2948,Singapore,New York,8680,84.96,Air Freight,1642.99,6.82
2949,New York,Singapore,5064,53.52,Ship,938.1,8.94
2950,Singapore,Sydney,9881,81.41,Truck,4426.56,6.5
2951,Mumbai,Singapore,11165,92.38,Ship,7665.82,1.14
2952,Singapore,New York,544,91.82,Ship,3296.77,4.34
2953,Toronto,New York,3586,67.64,Truck,2744.75,1.08
2954,Dubai,Toronto,7419,40.91,Air Freight,3954.19,6.71
2955,Toronto,Mumbai,3289,3.62,Truck,4532.59,2.91
2956,Singapore,Singapore,2572,94.14,Ship,7295.63,2.99
2957,Berlin,Sydney,9030,37.09,Cargo Van,3851.97,6.32
2958,Mumbai,Singapore,10023,91.27,Ship,750.91,6.03
2959,London,Singapore,4942,77.76,Air Freight,5186.92,7.68
2960,Sydney,Mumbai,2463,29.65,Air Freight,6060.59,5.05
2961,Sydney,New York,6565,56.32,Cargo Van,4532.67,6.8
2962,Singapore,Sydney,581,45.75,Truck,3016.72,6.47
2963,Singapore,Berlin,1399,75.05,Truck,2370.96,7.57
2964,New York,Mumbai,9158,43.86,Cargo Van,4740.03,7.26
2965,London,Berlin,8476,34.68,Air Freight,1496.85,9.09
2966,Mumbai,Dubai,5464,29.27,Ship,4075.11,4.1
2967,London,Mumbai,4681,79.83,Air Freight,3965.06,6.36
2968,Singapore,Mumbai,7257,39.03,Cargo Van,5388.2,1.55
2969,London,London,1481,28.31,Ship,4720.77,3.8
2970,Singapore,New York,340,56.97,Cargo Van,2076.98,6.15
2971,Singapore,Toronto,1734,21.68,Truck,613.2,1.74
2972,Dubai,Berlin,7264,80.01,Ship,681.25,9.32
2973,Mumbai,New York,1427,27.21,Cargo Van,1203.92,7.5
2974,Sydney,Berlin,6955,91.64,Cargo Van,5801.08,1.73
2975,London,Mumbai,5518,15.41,Ship,5906.2,2.61
2976,Toronto,London,5264,42.2,Truck,5744.13,4.61
2977,Sydney,Sydney,11379,5.45,Air Freight,3272.34,7.22
2978,Berlin,London,7617,82.81,Air Freight,2727.97,5.13
2979,New York,Toronto,11606,54.42,Cargo Van,3145.76,5.02
2980,Berlin,Sydney,7797,42.48,Ship,5494.56,9.09
2981,New York,Berlin,4520,93.49,Air Freight,1962.41,3.42
2982,Mumbai,Sydney,766,88.22,Cargo Van,6050.49,7.87
2983,Sydney,Singapore,6658,49.04,Air Freight,3133.9,5.37
2984,Singapore,Dubai,7664,38.92,Ship,7389.55,7.43
2985,Singapore,Berlin,10613,84.36,Truck,346.43,7.92
2986,New York,Mumbai,8009,29.62,Ship,3826.4,1.65
2987,Berlin,London,8441,80.83,Cargo Van,945.2,4.04
2988,Dubai,New York,10336,36.24,Ship,6208.99,3.4
2989,Toronto,Toronto,4563,10.43,Ship,6410.62,5.14
2990,Dubai,Singapore,1053,58.88,Ship,5104.18,5.21
2991,Berlin,Singapore,6571,50.83,Cargo Van,5607.03,1.9
2992,Singapore,London,3686,52.51,Truck,6336.49,5.77
2993,Dubai,Toronto,861,93.89,Air Freight,1076.75,9.83
2994,New York,New York,6739,27.08,Cargo Van,1772.37,3.39
2995,Singapore,Toronto,274,54.26,Truck,1484.93,7.29
2996,Toronto,Berlin,9997,56.97,Truck,7520.5,5.71
2997,Mumbai,Dubai,3597,51.66,Cargo Van,7718.38,5.72
2998,Sydney,Dubai,9596,6.17,Truck,7600.36,3.03
2999,London,Sydney,4227,15.14,Air Freight,2410.73,7.42
3000,Toronto,London,3682,32.51,Air Freight,631.25,4.98
3001,Berlin,Singapore,7977,70.35,Cargo Van,2044.23,1.53
3002,Sydney,Sydney,9062,22.52,Air Freight,4350.02,7.98
3003,New York,Singapore,2971,80.99,Truck,2848.25,5.15
3004,New York,Sydney,5956,25.95,Truck,4368.38,3.37
3005,London,Dubai,2348,77.34,Ship,789.58,2.02
3006,Dubai,New York,3710,5.8,Cargo Van,7108.11,2.04
3007,Toronto,Sydney,752,12.11,Cargo Van,2206.37,2.99
3008,Toronto,Toronto,10627,37.95,Air Freight,3532.11,6.24
3009,Toronto,Sydney,3113,89.89,Ship,2816.58,5.11
3010,London,Sydney,1048,27.71,Truck,5850.13,7.13
3011,New York,Singapore,3538,44.53,Air Freight,5752.61,9.85
3012,Mumbai,Sydney,6573,58.72,Air Freight,7660.96,5.46
3013,Berlin,Sydney,221,92.39,Truck,1686.36,1.1
3014,Singapore,Sydney,10833,41.11,Ship,1997.12,9.2
3015,Sydney,London,5163,76.43,Truck,2077.65,2.27
